credit_profile_id,customer_id,credit_score,credit_utilization,total_credit_limit,outstanding_balance,delinquency_count,last_updated
CRP008988,CUS008988,381,11.43,19665.27,2247.74,0,2025-09-08
CRP008989,CUS008989,692,58.72,30391.32,17845.78,0,2025-08-23
CRP008990,CUS008990,799,17.71,30180.6,5344.98,0,2026-02-10
CRP008991,CUS008991,477,7.11,35057.21,2492.57,0,2026-04-05
CRP008992,CUS008992,661,69.62,61242.13,42636.77,0,2026-05-20
CRP008993,CUS008993,354,50.55,36181.0,18289.5,0,2025-11-01
CRP008994,CUS008994,693,38.49,45545.31,17530.39,0,2025-09-09
CRP008995,CUS008995,316,30.38,11103.78,3373.33,0,2026-06-01
CRP008996,CUS008996,494,58.71,64307.48,37754.92,2,2026-04-22
CRP008997,CUS008997,581,33.87,52928.95,17927.04,0,2026-03-07
CRP008998,CUS008998,886,47.93,83226.38,39890.4,0,2026-04-11
CRP008999,CUS008999,825,17.66,32532.81,5745.29,0,2026-03-07
CRP009000,CUS009000,760,85.03,17547.85,14920.94,0,2026-02-12
CRP009001,CUS009001,888,9.74,19432.94,1892.77,1,2025-09-21
CRP009002,CUS009002,780,5.01,32310.76,1618.77,0,2026-07-26
CRP009003,CUS009003,829,43.25,20235.9,8752.03,2,2026-01-16
CRP009004,CUS009004,438,83.21,45610.15,37952.21,1,2026-04-12
CRP009005,CUS009005,600,70.49,72847.98,51350.54,1,2025-08-07
CRP009006,CUS009006,301,5.35,114570.39,6129.52,0,2026-05-23
CRP009007,CUS009007,891,85.68,47488.13,40687.83,0,2026-05-12
CRP009008,CUS009008,580,20.05,27949.47,5603.87,0,2025-08-27
CRP009009,CUS009009,306,48.57,17452.73,8476.79,0,2026-02-15
CRP009010,CUS009010,697,27.36,46689.24,12774.18,1,2026-01-29
CRP009011,CUS009011,873,17.96,51320.9,9217.23,1,2026-03-21
CRP009012,CUS009012,801,59.43,25985.56,15443.22,0,2025-11-16
CRP009013,CUS009013,715,63.24,93210.02,58946.02,1,2026-03-07
CRP009014,CUS009014,755,51.24,19169.22,9822.31,0,2026-07-15
CRP009015,CUS009015,655,13.59,21291.97,2893.58,0,2026-07-13
CRP009016,CUS009016,696,50.91,40421.36,20578.51,0,2026-06-03
CRP009017,CUS009017,810,50.98,7269.5,3705.99,1,2025-12-18
CRP009018,CUS009018,809,40.82,47440.38,19365.16,1,2026-08-05
CRP009019,CUS009019,401,94.64,33169.97,31392.06,0,2026-01-07
CRP009020,CUS009020,622,83.13,77408.04,64349.3,1,2026-06-22
CRP009021,CUS009021,508,78.34,32945.82,25809.76,0,2025-11-07
CRP009022,CUS009022,788,36.87,21604.37,7965.53,0,2026-07-07
CRP009023,CUS009023,510,62.69,160710.71,100749.54,1,2026-03-10
CRP009024,CUS009024,583,86.54,83730.2,72460.12,1,2025-10-21
CRP009025,CUS009025,671,68.24,12899.02,8802.29,0,2025-12-04
CRP009026,CUS009026,764,36.1,22701.5,8195.24,0,2025-11-18
CRP009027,CUS009027,797,45.82,25791.8,11817.8,0,2025-09-08
CRP009028,CUS009028,381,92.01,76402.6,70298.03,0,2025-11-04
CRP009029,CUS009029,374,7.01,53648.75,3760.78,0,2026-03-04
CRP009030,CUS009030,741,19.53,45877.74,8959.92,0,2025-10-22
CRP009031,CUS009031,875,85.5,116898.75,99948.43,0,2026-06-27
CRP009032,CUS009032,732,8.65,37722.33,3262.98,0,2026-06-03
CRP009033,CUS009033,767,57.56,69199.55,39831.26,0,2026-01-21
CRP009034,CUS009034,842,58.29,47931.44,27939.24,0,2026-04-05
CRP009035,CUS009035,466,12.6,8662.58,1091.49,1,2026-02-14
CRP009036,CUS009036,436,19.92,16999.46,3386.29,0,2026-01-02
CRP009037,CUS009037,584,18.13,46482.01,8427.19,0,2026-05-21
CRP009038,CUS009038,542,78.6,20820.24,16364.71,0,2026-08-01
CRP009039,CUS009039,703,63.05,30386.44,19158.65,2,2026-02-20
CRP009040,CUS009040,491,55.97,19314.28,10810.2,0,2026-07-21
CRP009041,CUS009041,871,93.98,26772.42,25160.72,0,2025-11-27
CRP009042,CUS009042,883,67.38,47427.0,31956.31,0,2026-08-06
CRP009043,CUS009043,653,89.7,107430.46,96365.12,0,2025-10-31
CRP009044,CUS009044,364,42.2,102527.48,43266.6,0,2026-03-01
CRP009045,CUS009045,459,77.0,19098.96,14706.2,0,2025-12-19
CRP009046,CUS009046,608,26.66,147525.31,39330.25,0,2025-09-06
CRP009047,CUS009047,492,26.67,13012.83,3470.52,1,2026-05-19
CRP009048,CUS009048,653,78.21,47672.92,37284.99,1,2026-06-17
CRP009049,CUS009049,713,82.11,45677.76,37506.01,0,2026-02-18
CRP009050,CUS009050,422,36.54,10011.28,3658.12,0,2026-03-25
CRP009051,CUS009051,675,12.49,133324.84,16652.27,0,2026-04-08
CRP009052,CUS009052,567,31.71,59311.96,18807.82,0,2026-06-01
CRP009053,CUS009053,326,17.51,67386.63,11799.4,0,2026-03-01
CRP009054,CUS009054,565,58.62,41230.1,24169.08,0,2026-07-13
CRP009055,CUS009055,692,25.31,19381.06,4905.35,0,2026-03-06
CRP009056,CUS009056,484,68.53,55752.81,38207.4,2,2025-10-20
CRP009057,CUS009057,376,3.86,16365.79,631.72,0,2025-11-20
CRP009058,CUS009058,635,42.16,27579.93,11627.7,0,2026-01-15
CRP009059,CUS009059,515,8.57,100914.45,8648.37,0,2026-06-03
CRP009060,CUS009060,689,73.79,16616.61,12261.4,0,2026-06-24
CRP009061,CUS009061,329,34.98,36025.08,12601.57,0,2026-06-26
CRP009062,CUS009062,826,76.79,14640.51,11242.45,1,2026-01-16
CRP009063,CUS009063,692,65.87,32536.2,21431.59,0,2025-10-17
CRP009064,CUS009064,701,82.13,34102.43,28008.33,0,2025-08-27
CRP009065,CUS009065,399,88.24,6915.36,6102.11,1,2026-05-10
CRP009066,CUS009066,352,8.59,232554.54,19976.43,0,2026-05-15
CRP009067,CUS009067,401,7.73,28012.7,2165.38,0,2025-10-12
CRP009068,CUS009068,605,65.09,14875.45,9682.43,1,2025-10-18
CRP009069,CUS009069,371,12.22,28239.82,3450.91,0,2026-01-30
CRP009070,CUS009070,761,74.59,12621.27,9414.21,0,2026-02-03
CRP009071,CUS009071,633,79.55,79934.85,63588.17,1,2026-02-24
CRP009072,CUS009072,895,84.14,35086.41,29521.71,1,2026-08-01
CRP009073,CUS009073,712,35.2,72666.26,25578.52,0,2025-09-26
CRP009074,CUS009074,536,94.34,67240.42,63434.61,0,2026-05-16
CRP009075,CUS009075,834,58.87,81726.81,48112.57,0,2026-06-25
CRP009076,CUS009076,621,71.69,81663.43,58544.51,2,2026-06-19
CRP009077,CUS009077,504,72.81,14126.79,10285.72,0,2026-02-12
CRP009078,CUS009078,770,49.96,35743.1,17857.25,1,2026-06-27
CRP009079,CUS009079,742,67.58,10033.04,6780.33,0,2025-10-12
CRP009080,CUS009080,619,69.2,98542.34,68191.3,0,2025-08-24
CRP009081,CUS009081,475,73.47,76477.89,56188.31,0,2025-09-14
CRP009082,CUS009082,487,43.59,49742.43,21682.73,0,2026-02-10
CRP009083,CUS009083,703,86.76,160453.53,139209.48,0,2026-08-06
CRP009084,CUS009084,407,37.22,19628.16,7305.6,2,2025-12-28
CRP009085,CUS009085,813,87.24,13698.24,11950.34,0,2026-07-20
CRP009086,CUS009086,591,37.26,27843.85,10374.62,1,2026-06-28
CRP009087,CUS009087,636,40.91,21570.11,8824.33,1,2026-01-02
CRP009088,CUS009088,603,71.29,16754.48,11944.27,0,2026-05-28
CRP009089,CUS009089,612,80.21,147455.35,118273.94,0,2026-05-29
CRP009090,CUS009090,628,62.44,13051.19,8149.16,0,2025-12-27
CRP009091,CUS009091,860,53.97,87323.37,47128.42,1,2026-08-02
CRP009092,CUS009092,405,38.1,56889.48,21674.89,1,2025-11-20
CRP009093,CUS009093,721,41.48,130176.14,53997.06,0,2025-08-17
CRP009094,CUS009094,884,57.45,34233.77,19667.3,0,2026-05-24
CRP009095,CUS009095,480,26.66,37698.59,10050.44,0,2026-04-24
CRP009096,CUS009096,432,44.38,39254.88,17421.32,1,2026-02-01
CRP009097,CUS009097,831,21.85,19906.49,4349.57,0,2026-01-19
CRP009098,CUS009098,335,22.23,11805.5,2624.36,0,2025-09-29
CRP009099,CUS009099,886,32.13,16704.53,5367.17,0,2026-07-02
CRP009100,CUS009100,632,89.43,64597.48,57769.53,0,2025-10-28
CRP009101,CUS009101,412,66.68,24820.96,16550.62,0,2025-12-21
CRP009102,CUS009102,512,19.63,44712.59,8777.08,0,2025-08-20
CRP009103,CUS009103,508,27.32,8531.95,2330.93,3,2025-10-14
CRP009104,CUS009104,616,80.76,25409.48,20520.7,1,2025-12-16
CRP009105,CUS009105,317,87.69,18622.9,16330.42,0,2025-08-31
CRP009106,CUS009106,739,73.74,52546.6,38747.86,0,2025-11-12
CRP009107,CUS009107,770,81.71,60422.95,49371.59,0,2026-06-09
CRP009108,CUS009108,332,84.96,26943.07,22890.83,0,2025-12-19
CRP009109,CUS009109,860,20.67,12419.99,2567.21,0,2025-09-02
CRP009110,CUS009110,751,45.97,14159.62,6509.18,1,2025-08-18
CRP009111,CUS009111,797,62.7,77556.49,48627.92,0,2026-02-10
CRP009112,CUS009112,345,89.73,17821.37,15991.12,1,2026-04-26
CRP009113,CUS009113,414,55.5,34887.45,19362.53,0,2025-12-15
CRP009114,CUS009114,422,86.74,24973.06,21661.63,2,2026-02-20
CRP009115,CUS009115,650,27.72,22803.43,6321.11,0,2025-12-19
CRP009116,CUS009116,738,69.78,3088.69,2155.29,2,2026-06-28
CRP009117,CUS009117,401,34.74,99785.42,34665.45,1,2025-10-28
CRP009118,CUS009118,810,69.19,60102.08,41584.63,0,2026-03-08
CRP009119,CUS009119,374,25.14,33298.59,8371.27,0,2026-02-13
CRP009120,CUS009120,380,32.53,14501.97,4717.49,0,2026-06-02
CRP009121,CUS009121,631,58.58,21725.46,12726.77,0,2026-06-21
CRP009122,CUS009122,557,65.49,18705.76,12250.4,0,2025-12-29
CRP009123,CUS009123,688,17.13,15152.9,2595.69,0,2025-10-25
CRP009124,CUS009124,438,16.52,13296.13,2196.52,2,2026-04-21
CRP009125,CUS009125,333,87.23,62393.58,54425.92,1,2026-07-13
CRP009126,CUS009126,625,29.11,3677.67,1070.57,1,2026-03-14
CRP009127,CUS009127,834,59.96,57236.22,34318.84,0,2025-12-13
CRP009128,CUS009128,787,3.28,8736.15,286.55,2,2026-05-30
CRP009129,CUS009129,360,92.25,85806.71,79156.69,0,2025-11-19
CRP009130,CUS009130,646,85.5,19303.31,16504.33,1,2026-01-13
CRP009131,CUS009131,316,39.28,49466.27,19430.35,0,2026-07-11
CRP009132,CUS009132,625,4.24,57658.56,2444.72,0,2025-11-30
CRP009133,CUS009133,398,77.92,30245.92,23567.62,2,2026-05-05
CRP009134,CUS009134,335,38.29,106879.16,40924.03,0,2026-02-07
CRP009135,CUS009135,849,13.24,20432.05,2705.2,1,2025-12-16
CRP009136,CUS009136,797,24.6,35532.25,8740.93,1,2026-07-19
CRP009137,CUS009137,512,29.61,15372.64,4551.84,1,2025-08-21
CRP009138,CUS009138,330,37.44,59023.31,22098.33,0,2026-01-05
CRP009139,CUS009139,577,85.28,12039.23,10267.06,0,2026-06-13
CRP009140,CUS009140,339,78.46,69751.21,54726.8,0,2025-10-02
CRP009141,CUS009141,852,55.09,55274.53,30450.74,1,2025-08-21
CRP009142,CUS009142,426,22.47,34771.76,7813.21,0,2026-03-28
CRP009143,CUS009143,629,75.9,41856.67,31769.21,1,2026-01-17
CRP009144,CUS009144,647,63.05,55507.11,34997.23,0,2026-01-13
CRP009145,CUS009145,710,76.48,18733.16,14327.12,0,2026-08-02
CRP009146,CUS009146,551,27.79,44700.17,12422.18,0,2025-08-14
CRP009147,CUS009147,376,45.66,44966.66,20531.78,1,2025-12-30
CRP009148,CUS009148,620,16.82,88048.98,14809.84,0,2025-12-20
CRP009149,CUS009149,479,46.1,39438.67,18181.23,0,2026-02-23
CRP009150,CUS009150,790,93.71,43888.44,41127.86,1,2026-07-13
CRP009151,CUS009151,770,52.99,90151.56,47771.31,0,2026-04-13
CRP009152,CUS009152,608,19.9,17797.21,3541.64,0,2025-09-30
CRP009153,CUS009153,461,19.93,9958.62,1984.75,1,2025-08-14
CRP009154,CUS009154,374,4.78,71513.71,3418.36,1,2026-05-12
CRP009155,CUS009155,577,37.39,10117.56,3782.96,0,2025-11-09
CRP009156,CUS009156,476,26.14,10165.96,2657.38,0,2026-05-06
CRP009157,CUS009157,884,30.01,17980.94,5396.08,0,2025-12-16
CRP009158,CUS009158,740,64.06,68379.97,43804.21,0,2025-12-25
CRP009159,CUS009159,555,59.21,27691.97,16396.42,0,2026-07-18
CRP009160,CUS009160,891,89.56,41804.71,37440.3,0,2026-03-12
CRP009161,CUS009161,629,35.94,13887.67,4991.23,0,2026-03-30
CRP009162,CUS009162,354,79.65,46089.82,36710.54,0,2026-06-15
CRP009163,CUS009163,448,85.16,21866.87,18621.83,0,2025-12-07
CRP009164,CUS009164,602,28.81,66498.32,19158.17,0,2026-01-04
CRP009165,CUS009165,372,30.12,30031.25,9045.41,0,2026-02-20
CRP009166,CUS009166,568,89.46,65150.33,58283.49,1,2026-01-22
CRP009167,CUS009167,345,37.08,87069.35,32285.31,0,2025-11-17
CRP009168,CUS009168,536,89.4,26410.4,23610.9,0,2025-10-19
CRP009169,CUS009169,339,27.94,23886.37,6673.85,0,2026-04-29
CRP009170,CUS009170,513,82.86,118174.56,97919.44,1,2026-01-11
CRP009171,CUS009171,501,41.81,43254.9,18084.87,0,2025-11-19
CRP009172,CUS009172,740,55.51,29929.33,16613.77,1,2026-07-06
CRP009173,CUS009173,407,46.54,4370.8,2034.17,1,2025-09-28
CRP009174,CUS009174,414,79.56,30200.8,24027.76,0,2026-01-11
CRP009175,CUS009175,351,24.78,60500.8,14992.1,0,2025-08-07
CRP009176,CUS009176,696,10.42,105609.31,11004.49,0,2026-02-10
CRP009177,CUS009177,876,25.4,14805.8,3760.67,1,2026-03-05
CRP009178,CUS009178,537,93.26,38279.17,35699.15,0,2026-08-07
CRP009179,CUS009179,899,82.43,33298.34,27447.82,0,2025-11-02
CRP009180,CUS009180,513,15.52,60263.73,9352.93,0,2026-06-06
CRP009181,CUS009181,725,89.02,81270.01,72346.56,0,2025-12-28
CRP009182,CUS009182,695,44.62,102099.43,45556.77,2,2026-05-07
CRP009183,CUS009183,893,34.23,16391.15,5610.69,0,2026-05-31
CRP009184,CUS009184,384,47.49,19469.57,9246.1,1,2026-02-09
CRP009185,CUS009185,777,7.02,21015.85,1475.31,0,2025-09-12
CRP009186,CUS009186,751,27.96,11100.68,3103.75,2,2026-02-25
CRP009187,CUS009187,750,94.68,32440.83,30714.98,2,2025-10-10
CRP009188,CUS009188,307,83.71,63927.36,53513.59,0,2026-07-31
CRP009189,CUS009189,629,94.01,29713.99,27934.12,2,2026-05-29
CRP009190,CUS009190,455,75.19,10185.09,7658.17,0,2025-11-21
CRP009191,CUS009191,543,21.18,15810.84,3348.74,1,2026-03-15
CRP009192,CUS009192,731,71.14,14444.73,10275.98,1,2026-04-25
CRP009193,CUS009193,747,10.61,19258.34,2043.31,1,2026-07-24
CRP009194,CUS009194,592,59.23,33432.29,19801.95,0,2025-11-29
CRP009195,CUS009195,824,86.43,40064.81,34628.02,0,2026-01-03
CRP009196,CUS009196,881,40.57,88893.09,36063.93,0,2025-10-30
CRP009197,CUS009197,520,60.63,34364.43,20835.15,0,2026-07-06
CRP009198,CUS009198,878,76.6,21020.61,16101.79,0,2026-01-27
CRP009199,CUS009199,363,91.72,167738.71,153849.94,1,2026-08-06
CRP009200,CUS009200,870,73.81,41375.76,30539.45,0,2026-03-27
CRP009201,CUS009201,602,38.02,45671.63,17364.35,2,2025-10-30
CRP009202,CUS009202,651,17.34,11962.01,2074.21,1,2025-12-13
CRP009203,CUS009203,354,64.07,5014.32,3212.67,1,2026-01-02
CRP009204,CUS009204,316,22.23,7184.32,1597.07,0,2026-03-14
CRP009205,CUS009205,769,91.95,25276.51,23241.75,2,2025-11-28
CRP009206,CUS009206,417,74.13,8872.75,6577.37,0,2026-01-10
CRP009207,CUS009207,741,63.67,36372.79,23158.56,0,2026-05-23
CRP009208,CUS009208,807,75.61,59091.6,44679.16,0,2026-01-30
CRP009209,CUS009209,342,29.13,44393.69,12931.88,2,2026-02-06
CRP009210,CUS009210,534,2.45,56757.15,1390.55,0,2026-04-11
CRP009211,CUS009211,729,35.12,34456.91,12101.27,0,2025-09-10
CRP009212,CUS009212,533,52.43,11050.32,5793.68,1,2025-12-20
CRP009213,CUS009213,744,77.72,16701.89,12980.71,0,2025-10-10
CRP009214,CUS009214,595,89.87,33835.87,30408.3,1,2026-02-10
CRP009215,CUS009215,588,5.2,22133.34,1150.93,0,2025-08-24
CRP009216,CUS009216,582,1.9,13555.36,257.55,0,2025-12-26
CRP009217,CUS009217,557,53.9,48609.95,26200.76,1,2026-07-21
CRP009218,CUS009218,831,27.21,61051.9,16612.22,1,2025-09-22
CRP009219,CUS009219,549,80.84,55734.61,45055.86,0,2026-07-19
CRP009220,CUS009220,698,80.43,32131.09,25843.04,0,2025-10-15
CRP009221,CUS009221,842,92.81,94282.65,87503.73,0,2025-09-25
CRP009222,CUS009222,674,21.59,19801.15,4275.07,1,2026-03-18
CRP009223,CUS009223,861,6.02,19621.14,1181.19,2,2026-02-22
CRP009224,CUS009224,775,85.02,15847.7,13473.71,4,2026-04-08
CRP009225,CUS009225,660,64.76,67546.63,43743.2,0,2025-08-25
CRP009226,CUS009226,690,85.95,6189.27,5319.68,1,2026-05-12
CRP009227,CUS009227,850,72.68,6613.77,4806.89,1,2026-07-31
CRP009228,CUS009228,664,53.66,53584.26,28753.31,0,2026-02-06
CRP009229,CUS009229,665,36.13,100213.22,36207.04,1,2025-09-15
CRP009230,CUS009230,428,50.98,53022.92,27031.08,1,2026-04-16
CRP009231,CUS009231,434,41.93,25601.89,10734.87,1,2025-10-06
CRP009232,CUS009232,692,51.86,50611.31,26247.03,0,2025-08-13
CRP009233,CUS009233,486,83.24,19049.4,15856.72,2,2026-07-25
CRP009234,CUS009234,677,31.7,138850.22,44015.52,0,2025-12-19
CRP009235,CUS009235,374,21.38,41707.43,8917.05,0,2025-08-10
CRP009236,CUS009236,535,1.66,42657.55,708.12,1,2026-07-06
CRP009237,CUS009237,735,34.08,13227.56,4507.95,0,2026-01-22
CRP009238,CUS009238,677,7.44,109786.68,8168.13,0,2026-04-22
CRP009239,CUS009239,412,72.02,11419.87,8224.59,0,2026-03-28
CRP009240,CUS009240,571,4.79,164828.12,7895.27,0,2025-12-22
CRP009241,CUS009241,816,63.35,37538.54,23780.67,1,2025-09-16
CRP009242,CUS009242,345,75.84,50594.09,38370.56,0,2026-03-12
CRP009243,CUS009243,516,12.73,43644.14,5555.9,1,2026-01-18
CRP009244,CUS009244,671,72.18,34019.82,24555.51,0,2026-03-23
CRP009245,CUS009245,368,70.47,24491.8,17259.37,0,2026-07-01
CRP009246,CUS009246,669,27.41,16490.89,4520.15,0,2025-09-17
CRP009247,CUS009247,772,30.81,52033.08,16031.39,0,2026-03-20
CRP009248,CUS009248,498,92.98,57021.69,53018.77,0,2025-08-08
CRP009249,CUS009249,625,25.25,29256.09,7387.16,0,2026-02-11
CRP009250,CUS009250,700,58.77,21454.13,12608.59,0,2025-10-17
CRP009251,CUS009251,493,32.23,32560.45,10494.23,0,2025-11-19
CRP009252,CUS009252,674,79.3,31339.77,24852.44,0,2026-06-15
CRP009253,CUS009253,420,21.25,15319.92,3255.48,1,2026-05-16
CRP009254,CUS009254,630,31.48,26785.7,8432.14,0,2026-04-14
CRP009255,CUS009255,411,46.23,56091.43,25931.07,0,2026-05-05
CRP009256,CUS009256,652,43.09,71097.87,30636.07,0,2026-01-15
CRP009257,CUS009257,359,81.01,90071.35,72966.8,0,2025-10-26
CRP009258,CUS009258,507,47.22,40571.55,19157.89,0,2025-09-08
CRP009259,CUS009259,595,49.76,54475.44,27106.98,0,2025-09-27
CRP009260,CUS009260,723,70.18,41864.39,29380.43,0,2026-04-21
CRP009261,CUS009261,664,61.42,76491.96,46981.36,0,2026-05-27
CRP009262,CUS009262,500,73.38,30371.52,22286.62,0,2025-12-10
CRP009263,CUS009263,560,20.82,48448.98,10087.08,1,2025-12-06
CRP009264,CUS009264,342,49.52,21763.92,10777.49,1,2026-03-10
CRP009265,CUS009265,556,52.07,25973.94,13524.63,0,2026-03-17
CRP009266,CUS009266,699,91.28,18207.01,16619.36,1,2026-06-22
CRP009267,CUS009267,580,19.03,70276.36,13373.59,0,2025-10-24
CRP009268,CUS009268,644,80.55,65233.01,52545.19,0,2025-09-13
CRP009269,CUS009269,872,84.59,21319.68,18034.32,0,2025-11-09
CRP009270,CUS009270,665,52.29,32687.68,17092.39,0,2025-09-14
CRP009271,CUS009271,637,50.81,10818.72,5496.99,1,2026-01-20
CRP009272,CUS009272,518,1.4,240089.92,3361.26,2,2026-06-25
CRP009273,CUS009273,803,39.4,42259.99,16650.44,0,2026-04-08
CRP009274,CUS009274,529,14.01,18321.19,2566.8,2,2026-07-21
CRP009275,CUS009275,384,68.12,32542.91,22168.23,0,2025-12-16
CRP009276,CUS009276,752,10.21,12753.0,1302.08,0,2026-04-25
CRP009277,CUS009277,329,26.67,112157.96,29912.53,1,2025-11-30
CRP009278,CUS009278,563,38.98,184832.51,72047.71,0,2026-05-23
CRP009279,CUS009279,839,20.39,12212.52,2490.13,0,2026-07-26
CRP009280,CUS009280,832,57.7,69390.25,40038.17,0,2026-06-06
CRP009281,CUS009281,701,9.28,25856.52,2399.49,0,2025-11-03
CRP009282,CUS009282,553,8.15,89151.4,7265.84,0,2025-10-27
CRP009283,CUS009283,881,87.89,31443.94,27636.08,0,2026-06-11
CRP009284,CUS009284,637,79.63,41047.26,32685.93,0,2026-02-25
CRP009285,CUS009285,664,18.65,107751.83,20095.72,0,2026-01-24
CRP009286,CUS009286,485,28.56,98366.08,28093.35,0,2026-07-11
CRP009287,CUS009287,441,56.43,43716.13,24669.01,0,2025-12-26
CRP009288,CUS009288,528,87.41,66550.59,58171.87,1,2026-05-20
CRP009289,CUS009289,356,77.63,101668.75,78925.45,0,2025-11-20
CRP009290,CUS009290,641,13.91,12144.23,1689.26,1,2025-10-01
CRP009291,CUS009291,334,43.68,11604.5,5068.85,1,2025-12-02
CRP009292,CUS009292,758,85.73,30571.13,26208.63,0,2026-06-01
CRP009293,CUS009293,492,81.06,46538.6,37724.19,0,2025-09-11
CRP009294,CUS009294,779,72.96,30262.66,22079.64,1,2026-08-05
CRP009295,CUS009295,837,82.37,17845.2,14699.09,0,2026-05-31
CRP009296,CUS009296,779,84.17,54707.31,46047.14,0,2025-09-28
CRP009297,CUS009297,568,20.43,29195.03,5964.54,0,2026-01-22
CRP009298,CUS009298,506,51.52,143967.35,74171.98,0,2026-04-17
CRP009299,CUS009299,337,9.97,51837.72,5168.22,1,2025-08-31
CRP009300,CUS009300,494,87.32,36564.97,31928.53,3,2026-07-22
CRP009301,CUS009301,763,65.87,16603.07,10936.44,0,2025-12-31
CRP009302,CUS009302,621,1.62,59703.3,967.19,0,2025-12-24
CRP009303,CUS009303,342,2.05,10573.92,216.77,0,2026-07-19
CRP009304,CUS009304,751,1.01,105680.81,1067.38,0,2026-03-13
CRP009305,CUS009305,440,76.84,52541.0,40372.5,0,2026-01-10
CRP009306,CUS009306,850,12.04,71223.76,8575.34,0,2025-12-16
CRP009307,CUS009307,699,16.11,25621.85,4127.68,1,2025-09-12
CRP009308,CUS009308,853,40.08,15228.51,6103.59,0,2026-03-10
CRP009309,CUS009309,668,88.12,7836.35,6905.39,0,2026-02-24
CRP009310,CUS009310,884,77.02,18482.12,14234.93,0,2026-07-05
CRP009311,CUS009311,526,80.92,19817.13,16036.02,0,2025-09-29
CRP009312,CUS009312,545,72.06,54701.78,39418.1,0,2026-05-19
CRP009313,CUS009313,859,7.36,22757.51,1674.95,0,2026-05-26
CRP009314,CUS009314,658,54.48,39301.29,21411.34,0,2026-01-28
CRP009315,CUS009315,891,7.81,31679.39,2474.16,1,2025-12-06
CRP009316,CUS009316,373,14.05,136516.85,19180.62,1,2026-03-20
CRP009317,CUS009317,448,49.61,99338.75,49281.95,1,2025-11-21
CRP009318,CUS009318,547,24.98,33259.32,8308.18,0,2025-08-26
CRP009319,CUS009319,772,49.51,24629.58,12194.11,0,2025-10-13
CRP009320,CUS009320,550,85.53,59037.21,50494.53,0,2026-02-26
CRP009321,CUS009321,440,74.81,16497.39,12341.7,2,2026-06-22
CRP009322,CUS009322,533,25.23,159095.98,40139.92,0,2025-08-11
CRP009323,CUS009323,482,14.29,46669.01,6669.0,0,2026-03-07
CRP009324,CUS009324,591,80.73,20036.21,16175.23,0,2025-09-23
CRP009325,CUS009325,466,13.1,32770.81,4292.98,0,2026-01-05
CRP009326,CUS009326,652,47.15,61438.2,28968.11,2,2025-11-28
CRP009327,CUS009327,561,10.26,37163.36,3812.96,0,2026-06-22
CRP009328,CUS009328,807,78.84,128554.24,101352.16,0,2025-09-19
CRP009329,CUS009329,560,28.4,149307.14,42403.23,0,2025-09-23
CRP009330,CUS009330,725,54.25,21247.54,11526.79,0,2026-01-10
CRP009331,CUS009331,392,91.52,14063.73,12871.13,0,2025-08-12
CRP009332,CUS009332,381,14.28,57586.43,8223.34,0,2026-05-09
CRP009333,CUS009333,537,52.8,80900.17,42715.29,1,2026-01-13
CRP009334,CUS009334,441,12.27,80131.68,9832.16,0,2026-02-15
CRP009335,CUS009335,629,41.96,86686.86,36373.81,0,2026-04-22
CRP009336,CUS009336,891,61.69,65416.85,40355.65,0,2026-02-06
CRP009337,CUS009337,470,38.92,23479.24,9138.12,0,2026-02-01
CRP009338,CUS009338,371,40.97,41669.54,17072.01,1,2026-07-07
CRP009339,CUS009339,819,56.91,153519.69,87368.06,0,2026-06-14
CRP009340,CUS009340,866,79.31,63667.15,50494.42,1,2025-09-02
CRP009341,CUS009341,894,19.65,73846.3,14510.8,0,2026-02-14
CRP009342,CUS009342,539,88.73,20957.35,18595.46,0,2025-12-19
CRP009343,CUS009343,786,91.86,47288.35,43439.08,0,2025-12-19
CRP009344,CUS009344,849,72.68,78398.8,56980.25,1,2026-01-02
CRP009345,CUS009345,770,81.33,24311.1,19772.22,0,2025-08-22
CRP009346,CUS009346,533,70.05,13447.02,9419.64,0,2025-09-17
CRP009347,CUS009347,822,68.7,100785.68,69239.76,0,2026-07-24
CRP009348,CUS009348,753,74.13,35553.19,26355.58,0,2026-07-21
CRP009349,CUS009349,668,7.91,12836.73,1015.39,0,2026-01-04
CRP009350,CUS009350,461,79.85,94594.98,75534.09,0,2026-01-11
CRP009351,CUS009351,521,21.66,19854.26,4300.43,0,2026-02-19
CRP009352,CUS009352,598,48.85,8128.63,3970.84,0,2025-08-07
CRP009353,CUS009353,815,88.02,56653.66,49866.55,1,2026-06-02
CRP009354,CUS009354,637,39.78,80858.94,32165.69,1,2026-04-21
CRP009355,CUS009355,401,56.83,111792.24,63531.53,2,2026-03-03
CRP009356,CUS009356,723,62.14,130804.18,81281.72,1,2026-01-06
CRP009357,CUS009357,408,93.17,25163.82,23445.13,0,2025-08-14
CRP009358,CUS009358,465,37.3,44402.59,16562.17,0,2025-11-06
CRP009359,CUS009359,584,19.87,17639.07,3504.88,0,2025-08-24
CRP009360,CUS009360,337,35.88,23273.7,8350.6,1,2026-07-03
CRP009361,CUS009361,422,45.02,34767.58,15652.36,0,2025-09-21
CRP009362,CUS009362,734,92.55,43294.71,40069.25,0,2025-12-26
CRP009363,CUS009363,355,86.5,59938.47,51846.78,1,2026-08-02
CRP009364,CUS009364,572,57.63,15406.42,8878.72,0,2025-10-14
