risk_score_id,customer_id,risk_score,risk_category,model_name,model_version,score_timestamp
RSK009356,CUS009356,9.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009357,CUS009357,46.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009358,CUS009358,19.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009359,CUS009359,32.12,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009360,CUS009360,29.98,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009361,CUS009361,29.32,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009362,CUS009362,38.94,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009363,CUS009363,28.7,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009364,CUS009364,48.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009365,CUS009365,41.98,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009366,CUS009366,8.82,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009367,CUS009367,22.85,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009368,CUS009368,31.78,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009369,CUS009369,32.06,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009370,CUS009370,17.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009371,CUS009371,19.49,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009372,CUS009372,4.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009373,CUS009373,12.49,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009374,CUS009374,26.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009375,CUS009375,58.99,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009376,CUS009376,34.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009377,CUS009377,1.77,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009378,CUS009378,35.72,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009379,CUS009379,44.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009380,CUS009380,27.53,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009381,CUS009381,25.76,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009382,CUS009382,42.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009383,CUS009383,40.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009384,CUS009384,40.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009385,CUS009385,49.93,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009386,CUS009386,49.11,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009387,CUS009387,48.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009388,CUS009388,35.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009389,CUS009389,53.19,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009390,CUS009390,11.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009391,CUS009391,7.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009392,CUS009392,49.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009393,CUS009393,22.58,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009394,CUS009394,10.0,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009395,CUS009395,31.85,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009396,CUS009396,47.36,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009397,CUS009397,16.31,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009398,CUS009398,16.55,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009399,CUS009399,26.96,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009400,CUS009400,33.23,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009401,CUS009401,39.7,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009402,CUS009402,3.82,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009403,CUS009403,8.31,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009404,CUS009404,8.42,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009405,CUS009405,29.54,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009406,CUS009406,14.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009407,CUS009407,31.23,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009408,CUS009408,28.62,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009409,CUS009409,15.58,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009410,CUS009410,34.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009411,CUS009411,34.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009412,CUS009412,32.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009413,CUS009413,39.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009414,CUS009414,21.62,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009415,CUS009415,8.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009416,CUS009416,33.46,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009417,CUS009417,18.27,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009418,CUS009418,34.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009419,CUS009419,29.45,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009420,CUS009420,46.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009421,CUS009421,29.01,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009422,CUS009422,26.55,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009423,CUS009423,16.22,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009424,CUS009424,44.6,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009425,CUS009425,34.67,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009426,CUS009426,27.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009427,CUS009427,8.83,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009428,CUS009428,22.78,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009429,CUS009429,40.72,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009430,CUS009430,7.01,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009431,CUS009431,29.63,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009432,CUS009432,53.57,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009433,CUS009433,29.81,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009434,CUS009434,47.03,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009435,CUS009435,24.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009436,CUS009436,43.64,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009437,CUS009437,27.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009438,CUS009438,23.23,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009439,CUS009439,28.26,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009440,CUS009440,22.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009441,CUS009441,41.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009442,CUS009442,42.35,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009443,CUS009443,16.58,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009444,CUS009444,43.11,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009445,CUS009445,40.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009446,CUS009446,21.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009447,CUS009447,37.39,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009448,CUS009448,38.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009449,CUS009449,30.39,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009450,CUS009450,17.49,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009451,CUS009451,32.88,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009452,CUS009452,33.41,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009453,CUS009453,16.54,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009454,CUS009454,37.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009455,CUS009455,40.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009456,CUS009456,35.98,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009457,CUS009457,24.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009458,CUS009458,42.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009459,CUS009459,38.87,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009460,CUS009460,40.76,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009461,CUS009461,20.87,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009462,CUS009462,24.6,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009463,CUS009463,40.9,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009464,CUS009464,40.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009465,CUS009465,19.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009466,CUS009466,35.39,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009467,CUS009467,50.81,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009468,CUS009468,28.32,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009469,CUS009469,37.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009470,CUS009470,55.12,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009471,CUS009471,30.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009472,CUS009472,19.05,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009473,CUS009473,39.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009474,CUS009474,41.46,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009475,CUS009475,31.75,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009476,CUS009476,19.07,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009477,CUS009477,30.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009478,CUS009478,32.29,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009479,CUS009479,54.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009480,CUS009480,16.84,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009481,CUS009481,32.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009482,CUS009482,28.83,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009483,CUS009483,35.97,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009484,CUS009484,24.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009485,CUS009485,34.78,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009486,CUS009486,23.3,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009487,CUS009487,55.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009488,CUS009488,8.46,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009489,CUS009489,40.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009490,CUS009490,27.99,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009491,CUS009491,23.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009492,CUS009492,21.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009493,CUS009493,5.76,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009494,CUS009494,31.73,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009495,CUS009495,36.47,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009496,CUS009496,55.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009497,CUS009497,33.87,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009498,CUS009498,30.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009499,CUS009499,51.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009500,CUS009500,21.36,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009501,CUS009501,23.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009502,CUS009502,22.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009503,CUS009503,12.56,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009504,CUS009504,8.47,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009505,CUS009505,28.39,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009506,CUS009506,26.98,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009507,CUS009507,44.48,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009508,CUS009508,15.59,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009509,CUS009509,48.2,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009510,CUS009510,24.04,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009511,CUS009511,31.11,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009512,CUS009512,17.97,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009513,CUS009513,13.91,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009514,CUS009514,31.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009515,CUS009515,7.5,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009516,CUS009516,21.85,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009517,CUS009517,22.56,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009518,CUS009518,4.04,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009519,CUS009519,6.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009520,CUS009520,33.9,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009521,CUS009521,30.88,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009522,CUS009522,28.3,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009523,CUS009523,17.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009524,CUS009524,17.83,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009525,CUS009525,12.93,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009526,CUS009526,43.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009527,CUS009527,47.41,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009528,CUS009528,40.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009529,CUS009529,6.84,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009530,CUS009530,38.43,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009531,CUS009531,3.29,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009532,CUS009532,41.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009533,CUS009533,40.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009534,CUS009534,52.33,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009535,CUS009535,41.75,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009536,CUS009536,33.96,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009537,CUS009537,44.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009538,CUS009538,31.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009539,CUS009539,21.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009540,CUS009540,36.83,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009541,CUS009541,26.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009542,CUS009542,44.67,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009543,CUS009543,40.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009544,CUS009544,27.31,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009545,CUS009545,11.2,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009546,CUS009546,16.62,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009547,CUS009547,56.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009548,CUS009548,25.25,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009549,CUS009549,36.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009550,CUS009550,15.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009551,CUS009551,36.62,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009552,CUS009552,44.42,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009553,CUS009553,56.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009554,CUS009554,38.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009555,CUS009555,39.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009556,CUS009556,52.7,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009557,CUS009557,23.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009558,CUS009558,13.03,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009559,CUS009559,17.1,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009560,CUS009560,55.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009561,CUS009561,54.25,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009562,CUS009562,14.54,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009563,CUS009563,24.83,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009564,CUS009564,34.63,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009565,CUS009565,7.15,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009566,CUS009566,18.14,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009567,CUS009567,41.38,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009568,CUS009568,48.18,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009569,CUS009569,27.6,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009570,CUS009570,33.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009571,CUS009571,47.0,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009572,CUS009572,41.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009573,CUS009573,33.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009574,CUS009574,49.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009575,CUS009575,34.9,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009576,CUS009576,36.75,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009577,CUS009577,15.67,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009578,CUS009578,17.22,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009579,CUS009579,23.58,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009580,CUS009580,27.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009581,CUS009581,39.47,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009582,CUS009582,52.85,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009583,CUS009583,42.98,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009584,CUS009584,24.95,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009585,CUS009585,15.3,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009586,CUS009586,13.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009587,CUS009587,9.41,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009588,CUS009588,26.43,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009589,CUS009589,33.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009590,CUS009590,36.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009591,CUS009591,15.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009592,CUS009592,32.62,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009593,CUS009593,26.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009594,CUS009594,48.46,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009595,CUS009595,33.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009596,CUS009596,11.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009597,CUS009597,41.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009598,CUS009598,20.97,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009599,CUS009599,37.89,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009600,CUS009600,30.27,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009601,CUS009601,28.71,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009602,CUS009602,40.55,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009603,CUS009603,27.43,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009604,CUS009604,15.4,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009605,CUS009605,28.84,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009606,CUS009606,34.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009607,CUS009607,27.26,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009608,CUS009608,8.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009609,CUS009609,28.41,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009610,CUS009610,2.49,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009611,CUS009611,30.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009612,CUS009612,32.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009613,CUS009613,1.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009614,CUS009614,39.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009615,CUS009615,9.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009616,CUS009616,53.89,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009617,CUS009617,12.7,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009618,CUS009618,34.69,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009619,CUS009619,20.97,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009620,CUS009620,38.46,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009621,CUS009621,17.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009622,CUS009622,39.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009623,CUS009623,40.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009624,CUS009624,42.88,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009625,CUS009625,37.52,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009626,CUS009626,13.26,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009627,CUS009627,47.15,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009628,CUS009628,57.36,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009629,CUS009629,48.38,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009630,CUS009630,47.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009631,CUS009631,42.62,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009632,CUS009632,36.67,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009633,CUS009633,17.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009634,CUS009634,28.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009635,CUS009635,30.65,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009636,CUS009636,16.81,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009637,CUS009637,27.45,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009638,CUS009638,2.98,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009639,CUS009639,34.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009640,CUS009640,17.94,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009641,CUS009641,28.12,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009642,CUS009642,21.31,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009643,CUS009643,22.44,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009644,CUS009644,18.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009645,CUS009645,36.99,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009646,CUS009646,32.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009647,CUS009647,32.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009648,CUS009648,14.06,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009649,CUS009649,14.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009650,CUS009650,37.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009651,CUS009651,34.27,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009652,CUS009652,36.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009653,CUS009653,27.4,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009654,CUS009654,39.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009655,CUS009655,19.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009656,CUS009656,19.11,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009657,CUS009657,28.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009658,CUS009658,45.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009659,CUS009659,46.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009660,CUS009660,15.69,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009661,CUS009661,31.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009662,CUS009662,15.87,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009663,CUS009663,51.1,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009664,CUS009664,20.71,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009665,CUS009665,39.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009666,CUS009666,47.53,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009667,CUS009667,48.88,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK009668,CUS009668,50.77,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
