loan_id,customer_id,institution_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_status,start_date,end_date
LOAN003272,CUS004696,INS000002,Personal,301664.63,137618.53,13.136,Active,2025-12-14,2029-12-14
LOAN003273,CUS003364,INS000001,Personal,476021.56,341656.14,8.013,Closed,2026-02-23,2027-02-23
LOAN003274,CUS004357,INS000004,Personal,320869.99,242706.18,16.456,Active,2022-10-19,2024-10-19
LOAN003275,CUS009977,INS000003,Education,67596.6,11561.43,8.64,Active,2025-02-08,2028-02-08
LOAN003276,CUS006255,INS000003,Home,212861.01,25884.69,17.725,Active,2024-10-11,2026-10-11
LOAN003277,CUS009140,INS000005,Auto,243007.46,179543.06,8.589,Active,2026-07-14,2031-07-14
LOAN003278,CUS004593,INS000002,Auto,249669.02,64986.65,12.247,Closed,2021-11-20,2024-11-20
LOAN003279,CUS009543,INS000001,Personal,591048.26,24553.86,17.131,Active,2024-08-22,2026-08-22
LOAN003280,CUS000272,INS000001,Home,50000.0,4711.1,15.901,Active,2022-08-25,2025-08-25
LOAN003281,CUS009461,INS000005,Home,146943.36,14573.86,11.96,Active,2021-12-24,2025-12-24
LOAN003282,CUS005536,INS000004,Home,357698.96,290981.2,8.61,Active,2025-08-24,2026-08-24
LOAN003283,CUS001933,INS000004,Education,217565.15,35384.33,8.443,Active,2022-12-16,2026-12-16
LOAN003284,CUS005222,INS000001,Education,50000.0,8712.16,15.694,Active,2026-05-31,2027-05-31
LOAN003285,CUS008832,INS000005,Personal,69110.75,52401.71,10.513,Active,2025-02-13,2030-02-13
LOAN003286,CUS001285,INS000005,Personal,303745.85,186034.79,8.635,Active,2024-09-27,2029-09-27
LOAN003287,CUS004137,INS000002,Personal,102002.97,63438.66,15.389,Closed,2024-10-19,2026-10-19
LOAN003288,CUS001224,INS000003,Personal,99815.91,16429.13,16.546,Active,2021-08-12,2026-08-12
LOAN003289,CUS009792,INS000005,Personal,192755.74,125509.54,16.363,Active,2025-11-28,2026-11-28
LOAN003290,CUS002449,INS000003,Education,537815.75,238240.94,17.661,Active,2024-11-01,2025-11-01
LOAN003291,CUS008089,INS000001,Personal,73870.84,32866.25,9.97,Closed,2026-04-17,2030-04-17
LOAN003292,CUS005007,INS000005,Education,309162.4,233207.84,14.187,Active,2022-08-30,2023-08-30
LOAN003293,CUS007906,INS000004,Education,86949.01,65063.09,13.223,Active,2024-08-25,2027-08-25
LOAN003294,CUS000425,INS000003,Auto,253257.86,199858.09,8.406,Defaulted,2025-01-22,2026-01-22
LOAN003295,CUS005051,INS000004,Auto,356919.82,18257.3,8.807,Closed,2023-10-05,2025-10-05
LOAN003296,CUS004434,INS000005,Personal,178877.74,58978.29,9.591,Active,2022-06-20,2025-06-20
LOAN003297,CUS003379,INS000004,Personal,80378.54,49175.05,15.653,Active,2024-11-28,2027-11-28
LOAN003298,CUS004480,INS000003,Education,446006.77,79328.71,15.526,Active,2024-05-02,2027-05-02
LOAN003299,CUS008062,INS000004,Personal,102407.09,23150.26,11.962,Active,2024-11-12,2025-11-12
LOAN003300,CUS009682,INS000005,Education,309612.02,273920.2,12.8,Active,2025-04-11,2030-04-11
LOAN003301,CUS005402,INS000003,Personal,186634.1,105873.87,12.28,Closed,2024-11-19,2025-11-19
LOAN003302,CUS006799,INS000002,Auto,67690.64,40048.78,9.914,Active,2024-03-25,2029-03-25
LOAN003303,CUS009134,INS000001,Personal,50000.0,44352.01,13.049,Active,2026-05-10,2030-05-10
LOAN003304,CUS007950,INS000001,Personal,99395.98,89876.56,8.096,Closed,2026-02-05,2029-02-05
LOAN003305,CUS002748,INS000004,Personal,228271.43,32503.81,13.942,Closed,2022-10-02,2027-10-02
LOAN003306,CUS003699,INS000003,Personal,93877.37,45637.56,16.677,Active,2023-05-10,2025-05-10
LOAN003307,CUS003137,INS000005,Personal,939149.28,386798.64,13.441,Active,2021-08-25,2026-08-25
LOAN003308,CUS002569,INS000005,Personal,194587.67,170595.94,16.422,Active,2023-05-24,2027-05-24
LOAN003309,CUS002319,INS000004,Auto,509389.1,264170.8,8.731,Closed,2022-01-25,2024-01-25
LOAN003310,CUS007819,INS000004,Personal,391507.54,3554.54,13.739,Closed,2025-06-14,2029-06-14
LOAN003311,CUS005253,INS000004,Auto,217464.44,164888.49,8.527,Active,2023-01-27,2028-01-27
LOAN003312,CUS009155,INS000001,Home,160213.12,63068.45,16.289,Closed,2025-11-17,2030-11-17
LOAN003313,CUS007140,INS000005,Personal,200095.58,100313.11,9.704,Active,2026-02-05,2028-02-05
LOAN003314,CUS000063,INS000005,Education,312300.87,285121.92,9.254,Active,2022-08-21,2025-08-21
LOAN003315,CUS006006,INS000005,Home,217748.61,62322.32,9.86,Active,2023-04-18,2026-04-18
LOAN003316,CUS006957,INS000002,Auto,453102.7,144741.19,16.863,Active,2021-11-24,2023-11-24
LOAN003317,CUS000444,INS000003,Home,229494.87,111996.51,10.762,Active,2024-06-16,2028-06-16
LOAN003318,CUS008930,INS000005,Personal,87672.52,69806.59,15.393,Active,2023-03-10,2025-03-10
LOAN003319,CUS006737,INS000004,Auto,302273.59,23915.11,13.574,Closed,2024-10-21,2025-10-21
LOAN003320,CUS007822,INS000002,Home,95787.22,77450.25,17.792,Active,2023-02-06,2027-02-06
LOAN003321,CUS009518,INS000004,Education,500822.48,54412.86,13.451,Active,2021-08-14,2022-08-14
LOAN003322,CUS009479,INS000001,Personal,134307.98,59961.59,9.204,Active,2024-03-02,2028-03-02
LOAN003323,CUS000193,INS000004,Auto,225022.42,120537.61,13.333,Active,2024-07-29,2029-07-29
LOAN003324,CUS008689,INS000003,Personal,122019.48,64599.0,15.638,Closed,2024-01-31,2028-01-31
LOAN003325,CUS009891,INS000004,Personal,678201.88,584088.5,14.604,Active,2025-04-03,2026-04-03
LOAN003326,CUS006561,INS000003,Personal,557068.13,111068.16,11.785,Active,2023-07-03,2028-07-03
LOAN003327,CUS007593,INS000002,Education,50000.0,31660.34,17.559,Active,2023-09-17,2027-09-17
LOAN003328,CUS004846,INS000002,Auto,221760.89,178441.47,8.92,Closed,2023-09-29,2025-09-29
LOAN003329,CUS003682,INS000001,Personal,119394.14,60669.68,17.925,Active,2023-10-07,2027-10-07
LOAN003330,CUS003797,INS000004,Education,214221.36,35217.27,14.061,Active,2025-07-20,2029-07-20
LOAN003331,CUS002812,INS000001,Auto,178514.6,40505.64,15.915,Active,2023-06-07,2025-06-07
LOAN003332,CUS001035,INS000004,Personal,104737.88,82687.56,13.169,Active,2024-07-20,2029-07-20
LOAN003333,CUS001627,INS000005,Personal,84526.83,39973.35,14.806,Active,2022-12-06,2024-12-06
LOAN003334,CUS008974,INS000005,Home,716725.23,539884.53,16.046,Closed,2026-01-25,2029-01-25
LOAN003335,CUS003482,INS000005,Personal,136135.01,94645.63,8.177,Active,2023-08-21,2024-08-21
LOAN003336,CUS002815,INS000004,Auto,187126.09,35387.11,16.798,Active,2022-01-27,2026-01-27
LOAN003337,CUS009630,INS000005,Auto,132378.83,104873.47,13.886,Closed,2025-08-28,2028-08-28
LOAN003338,CUS006682,INS000005,Home,72037.65,17504.46,12.862,Closed,2024-03-17,2029-03-17
LOAN003339,CUS000495,INS000005,Auto,70367.65,10285.7,15.664,Active,2022-03-11,2023-03-11
LOAN003340,CUS003288,INS000002,Home,138896.99,9451.78,17.999,Closed,2023-02-18,2025-02-18
LOAN003341,CUS001830,INS000002,Personal,326537.8,294999.86,9.238,Closed,2024-05-07,2026-05-07
LOAN003342,CUS000397,INS000005,Personal,110090.83,57686.79,17.412,Active,2022-12-04,2023-12-04
LOAN003343,CUS000146,INS000004,Personal,790647.3,63290.01,11.18,Active,2021-09-14,2025-09-14
LOAN003344,CUS005808,INS000002,Home,334264.46,78787.99,16.816,Defaulted,2025-04-05,2026-04-05
LOAN003345,CUS008644,INS000002,Education,261424.19,37247.47,15.005,Active,2021-12-30,2023-12-30
LOAN003346,CUS005760,INS000001,Education,86798.06,82368.62,10.652,Defaulted,2025-10-21,2026-10-21
LOAN003347,CUS008466,INS000001,Personal,50000.0,38847.91,10.889,Active,2021-12-04,2024-12-04
LOAN003348,CUS004863,INS000005,Personal,105845.45,21135.16,11.311,Active,2023-02-10,2026-02-10
LOAN003349,CUS000938,INS000001,Personal,163318.5,116611.75,11.344,Active,2025-11-02,2029-11-02
LOAN003350,CUS002503,INS000004,Home,50049.2,24546.51,14.028,Active,2024-07-22,2025-07-22
LOAN003351,CUS001060,INS000005,Home,50000.0,30861.87,13.255,Closed,2026-01-02,2028-01-02
LOAN003352,CUS004551,INS000001,Personal,260782.79,51621.14,10.574,Active,2024-09-16,2026-09-16
LOAN003353,CUS003889,INS000002,Personal,184474.21,84977.78,10.212,Closed,2025-04-02,2029-04-02
LOAN003354,CUS008190,INS000003,Personal,397268.14,229163.34,16.388,Closed,2025-09-11,2027-09-11
LOAN003355,CUS006049,INS000003,Education,50000.0,25174.32,7.955,Active,2026-06-12,2029-06-12
LOAN003356,CUS004423,INS000004,Home,231602.77,165152.69,17.796,Active,2023-04-05,2024-04-05
LOAN003357,CUS008362,INS000004,Personal,59413.13,19566.18,8.83,Active,2022-09-13,2023-09-13
LOAN003358,CUS003696,INS000005,Home,122945.07,28178.96,13.978,Active,2025-04-11,2030-04-11
LOAN003359,CUS007875,INS000004,Personal,340587.48,213246.85,15.137,Active,2024-06-22,2029-06-22
LOAN003360,CUS007131,INS000003,Auto,175990.75,109776.07,9.86,Active,2021-10-09,2022-10-09
LOAN003361,CUS001730,INS000002,Education,90158.97,48524.42,7.566,Active,2025-01-08,2028-01-08
LOAN003362,CUS009825,INS000001,Auto,172507.02,84228.82,9.442,Closed,2025-05-04,2029-05-04
LOAN003363,CUS006930,INS000005,Education,365310.93,202272.1,10.463,Closed,2025-04-11,2027-04-11
LOAN003364,CUS006902,INS000005,Education,79418.7,54647.03,11.04,Closed,2023-12-10,2026-12-10
LOAN003365,CUS003958,INS000002,Home,123725.09,2288.52,14.205,Active,2024-05-07,2028-05-07
LOAN003366,CUS009953,INS000005,Personal,182665.74,67993.54,17.433,Active,2023-12-14,2028-12-14
LOAN003367,CUS003625,INS000004,Personal,148352.4,4036.23,13.366,Active,2021-10-06,2023-10-06
LOAN003368,CUS002005,INS000005,Personal,295201.88,242357.45,7.639,Active,2023-08-18,2028-08-18
LOAN003369,CUS001607,INS000001,Auto,115544.38,70003.0,17.593,Active,2022-05-01,2026-05-01
LOAN003370,CUS002898,INS000003,Education,462769.69,430349.75,7.755,Active,2022-03-28,2026-03-28
LOAN003371,CUS002478,INS000002,Personal,103082.05,63243.9,14.01,Active,2026-06-09,2028-06-09
LOAN003372,CUS002455,INS000003,Personal,200836.12,47516.03,17.08,Active,2023-03-01,2026-03-01
LOAN003373,CUS007356,INS000003,Auto,50000.0,24182.62,13.592,Closed,2026-03-26,2030-03-26
LOAN003374,CUS008653,INS000002,Personal,346632.5,317057.11,11.49,Active,2023-02-25,2026-02-25
LOAN003375,CUS004313,INS000005,Home,136682.76,41891.32,14.031,Closed,2024-04-02,2026-04-02
LOAN003376,CUS009264,INS000005,Personal,126865.79,79999.49,15.474,Active,2025-06-12,2027-06-12
LOAN003377,CUS003239,INS000002,Auto,50000.0,2746.23,11.888,Defaulted,2022-06-13,2025-06-13
LOAN003378,CUS001882,INS000004,Education,50000.0,9738.53,13.886,Active,2024-11-13,2028-11-13
LOAN003379,CUS009308,INS000005,Home,70172.23,21650.96,14.827,Active,2022-03-29,2025-03-29
LOAN003380,CUS006586,INS000004,Personal,220379.36,160219.4,10.551,Active,2021-12-12,2024-12-12
LOAN003381,CUS007239,INS000004,Home,773704.75,295780.94,10.112,Active,2021-11-05,2023-11-05
LOAN003382,CUS005229,INS000002,Education,342480.15,237523.57,17.815,Active,2023-11-01,2027-11-01
LOAN003383,CUS002440,INS000004,Personal,165437.04,99367.27,13.126,Active,2025-07-13,2026-07-13
LOAN003384,CUS007895,INS000004,Auto,204082.61,19443.18,10.014,Active,2021-11-05,2023-11-05
LOAN003385,CUS008031,INS000003,Auto,436329.73,23125.93,13.994,Active,2025-05-16,2030-05-16
LOAN003386,CUS004169,INS000003,Personal,281110.17,105363.21,13.955,Closed,2022-09-05,2027-09-05
LOAN003387,CUS009452,INS000001,Home,91166.26,6087.86,17.376,Active,2026-07-06,2028-07-06
LOAN003388,CUS003435,INS000004,Personal,566333.62,355881.03,17.534,Active,2024-02-22,2026-02-22
LOAN003389,CUS007610,INS000001,Education,50000.0,4921.82,13.568,Closed,2021-12-09,2024-12-09
LOAN003390,CUS003525,INS000003,Auto,368918.91,171557.4,8.466,Active,2021-10-28,2026-10-28
LOAN003391,CUS007302,INS000003,Personal,148614.07,44717.97,13.634,Active,2021-08-29,2023-08-29
LOAN003392,CUS002210,INS000005,Education,229065.42,124491.04,11.101,Defaulted,2022-09-14,2025-09-14
LOAN003393,CUS002664,INS000001,Personal,123996.93,12717.92,14.367,Active,2024-04-18,2029-04-18
LOAN003394,CUS008531,INS000001,Personal,150767.77,29317.12,12.017,Active,2022-03-10,2026-03-10
LOAN003395,CUS006503,INS000001,Personal,194656.46,172612.22,12.745,Active,2022-04-02,2025-04-02
LOAN003396,CUS008359,INS000004,Personal,452610.46,101558.27,16.295,Closed,2025-01-25,2029-01-25
LOAN003397,CUS004553,INS000005,Auto,1086340.01,683584.5,15.701,Active,2023-12-10,2025-12-10
LOAN003398,CUS003466,INS000003,Auto,139025.93,87754.83,11.876,Active,2025-12-19,2027-12-19
LOAN003399,CUS003933,INS000002,Personal,404982.98,117254.17,8.232,Active,2025-03-22,2027-03-22
LOAN003400,CUS005196,INS000002,Education,197217.63,181021.65,8.758,Active,2024-08-04,2027-08-04
LOAN003401,CUS005837,INS000005,Auto,75425.27,47073.61,17.055,Active,2025-03-04,2028-03-04
LOAN003402,CUS001796,INS000005,Home,206979.83,119402.96,10.899,Defaulted,2026-03-28,2028-03-28
LOAN003403,CUS009146,INS000004,Personal,89292.46,79971.78,16.328,Closed,2024-07-10,2028-07-10
LOAN003404,CUS008899,INS000001,Personal,365139.96,175315.47,16.828,Active,2024-10-26,2025-10-26
LOAN003405,CUS000207,INS000005,Home,266712.55,32241.76,9.27,Active,2023-01-31,2028-01-31
LOAN003406,CUS004133,INS000002,Auto,57498.41,34483.04,11.991,Active,2024-05-15,2027-05-15
LOAN003407,CUS007960,INS000005,Auto,204320.38,8157.45,12.126,Active,2026-02-28,2028-02-28
LOAN003408,CUS000998,INS000001,Auto,472872.07,412058.79,13.885,Active,2022-02-05,2023-02-05
LOAN003409,CUS001957,INS000004,Personal,58992.6,19061.94,12.09,Active,2023-06-23,2024-06-23
LOAN003410,CUS007770,INS000005,Personal,662505.88,514424.72,14.526,Active,2023-07-09,2024-07-09
LOAN003411,CUS008763,INS000004,Personal,74054.91,49771.35,17.694,Active,2025-08-28,2029-08-28
LOAN003412,CUS005694,INS000002,Home,75302.32,56763.06,10.926,Active,2023-12-08,2026-12-08
LOAN003413,CUS000844,INS000001,Personal,280840.95,197338.59,14.83,Active,2026-03-01,2028-03-01
LOAN003414,CUS002314,INS000002,Home,50000.0,39994.24,16.161,Active,2022-07-16,2025-07-16
LOAN003415,CUS006497,INS000002,Home,120990.24,107865.07,8.732,Active,2026-04-01,2031-04-01
LOAN003416,CUS006884,INS000004,Auto,615110.77,447729.6,13.971,Closed,2026-03-16,2031-03-16
LOAN003417,CUS004507,INS000003,Auto,406906.81,313032.94,10.63,Active,2024-08-08,2026-08-08
LOAN003418,CUS001347,INS000002,Home,199806.45,178692.54,11.501,Closed,2023-01-20,2027-01-20
LOAN003419,CUS007201,INS000003,Education,111818.99,7960.57,9.115,Active,2022-08-14,2023-08-14
LOAN003420,CUS008124,INS000002,Home,174598.86,150551.98,17.043,Closed,2021-08-17,2026-08-17
LOAN003421,CUS004938,INS000002,Education,346778.17,287872.5,15.229,Active,2023-02-28,2025-02-28
LOAN003422,CUS004325,INS000004,Personal,115839.88,19817.46,11.449,Active,2024-10-17,2026-10-17
LOAN003423,CUS000703,INS000002,Education,971016.35,521035.67,8.886,Active,2023-04-04,2027-04-04
LOAN003424,CUS008744,INS000003,Auto,85085.82,49973.12,11.012,Closed,2026-02-19,2029-02-19
LOAN003425,CUS004620,INS000001,Personal,142295.5,13479.55,13.097,Active,2025-12-27,2027-12-27
LOAN003426,CUS002845,INS000002,Personal,211106.55,149719.91,15.96,Active,2025-07-14,2026-07-14
LOAN003427,CUS002687,INS000005,Auto,365488.88,31641.66,12.315,Active,2021-12-07,2023-12-07
LOAN003428,CUS009150,INS000001,Personal,261048.22,61311.76,8.937,Closed,2022-08-24,2026-08-24
LOAN003429,CUS008337,INS000002,Home,248048.77,170978.58,14.634,Active,2021-12-08,2023-12-08
LOAN003430,CUS008212,INS000001,Home,109462.33,101594.84,9.093,Active,2022-03-30,2025-03-30
LOAN003431,CUS009202,INS000003,Personal,50000.0,4285.43,16.665,Active,2023-10-07,2026-10-07
LOAN003432,CUS008428,INS000005,Auto,974238.45,34309.57,17.576,Active,2022-04-29,2027-04-29
LOAN003433,CUS001229,INS000003,Personal,95407.4,8239.98,15.886,Closed,2023-04-01,2027-04-01
LOAN003434,CUS005742,INS000002,Personal,266222.26,104483.94,16.732,Closed,2022-06-23,2024-06-23
LOAN003435,CUS008501,INS000004,Personal,130845.91,111422.55,10.907,Closed,2022-10-09,2025-10-09
LOAN003436,CUS009900,INS000001,Personal,55558.29,36588.03,9.221,Closed,2022-01-17,2024-01-17
LOAN003437,CUS004514,INS000003,Personal,413397.89,186731.02,8.285,Active,2022-12-06,2025-12-06
LOAN003438,CUS009113,INS000001,Personal,398069.27,203910.67,12.202,Active,2023-12-21,2027-12-21
LOAN003439,CUS005000,INS000005,Home,137636.83,49998.09,16.765,Active,2022-12-11,2026-12-11
LOAN003440,CUS007737,INS000003,Home,91318.09,52335.6,14.33,Active,2022-05-18,2025-05-18
LOAN003441,CUS001147,INS000003,Personal,168528.98,112589.04,9.821,Active,2025-08-18,2029-08-18
LOAN003442,CUS004977,INS000004,Auto,142265.28,9385.9,11.212,Active,2022-08-14,2025-08-14
LOAN003443,CUS001989,INS000001,Education,561045.07,502273.24,13.273,Closed,2022-04-20,2027-04-20
LOAN003444,CUS000056,INS000001,Home,52545.88,8058.47,11.561,Active,2024-11-19,2027-11-19
LOAN003445,CUS003393,INS000004,Education,222454.09,67048.16,17.141,Active,2022-12-04,2027-12-04
LOAN003446,CUS000814,INS000001,Education,83362.36,36228.06,17.442,Active,2021-08-11,2026-08-11
LOAN003447,CUS004690,INS000004,Personal,440274.66,9445.06,7.793,Active,2023-06-22,2024-06-22
LOAN003448,CUS009157,INS000004,Education,157493.4,86611.75,15.568,Defaulted,2021-10-18,2023-10-18
LOAN003449,CUS006869,INS000003,Personal,310769.03,114494.45,17.48,Active,2022-03-26,2025-03-26
LOAN003450,CUS001406,INS000004,Home,115843.93,29914.87,13.24,Active,2024-04-05,2026-04-05
LOAN003451,CUS008749,INS000004,Personal,74841.83,22153.41,8.117,Active,2026-07-17,2028-07-17
LOAN003452,CUS008289,INS000004,Personal,225882.52,193666.59,8.228,Closed,2026-01-11,2030-01-11
LOAN003453,CUS005491,INS000003,Education,244841.2,107318.48,9.697,Active,2025-03-07,2027-03-07
LOAN003454,CUS002082,INS000001,Auto,193071.24,42353.26,14.813,Active,2021-12-10,2025-12-10
LOAN003455,CUS009504,INS000003,Auto,114650.23,77.81,9.48,Active,2025-06-30,2027-06-30
LOAN003456,CUS006141,INS000005,Personal,111476.69,78264.11,13.107,Active,2024-08-28,2029-08-28
LOAN003457,CUS005069,INS000003,Education,52591.07,26350.51,12.703,Active,2025-04-06,2026-04-06
LOAN003458,CUS001687,INS000003,Home,170570.35,102808.96,11.805,Closed,2024-04-08,2026-04-08
LOAN003459,CUS004961,INS000002,Auto,52697.81,39212.81,14.626,Active,2024-12-05,2029-12-05
LOAN003460,CUS005271,INS000004,Personal,314430.56,851.09,11.286,Active,2021-09-30,2025-09-30
LOAN003461,CUS008059,INS000002,Personal,303306.16,214476.4,15.597,Active,2025-05-17,2028-05-17
LOAN003462,CUS009341,INS000003,Home,335109.95,40102.23,11.08,Active,2024-09-18,2028-09-18
LOAN003463,CUS006534,INS000005,Education,116413.55,40084.96,11.153,Closed,2024-12-08,2029-12-08
LOAN003464,CUS009144,INS000001,Personal,1230797.09,1136497.22,10.899,Active,2025-08-11,2029-08-11
LOAN003465,CUS001352,INS000001,Personal,204879.44,76100.43,14.376,Closed,2021-09-10,2024-09-10
LOAN003466,CUS007619,INS000002,Personal,166036.41,49163.9,9.551,Active,2025-06-17,2030-06-17
LOAN003467,CUS008592,INS000005,Auto,107071.11,94457.21,14.354,Active,2022-09-26,2025-09-26
LOAN003468,CUS006572,INS000004,Auto,191473.97,10949.45,8.514,Closed,2024-05-15,2029-05-15
LOAN003469,CUS000019,INS000001,Home,50000.0,17141.31,13.721,Active,2021-08-28,2024-08-28
LOAN003470,CUS000997,INS000001,Home,191713.67,138277.45,13.065,Closed,2022-12-16,2025-12-16
LOAN003471,CUS008677,INS000003,Personal,118727.23,95977.44,16.932,Closed,2021-12-22,2024-12-22
LOAN003472,CUS006684,INS000005,Personal,458078.23,380150.95,13.446,Closed,2025-06-29,2027-06-29
LOAN003473,CUS003805,INS000002,Personal,310826.96,161533.61,7.628,Closed,2022-11-28,2025-11-28
LOAN003474,CUS004300,INS000001,Personal,93125.53,43779.45,12.391,Active,2024-10-04,2025-10-04
LOAN003475,CUS002124,INS000002,Home,161112.21,83239.96,8.789,Active,2024-07-01,2025-07-01
LOAN003476,CUS008450,INS000005,Education,50000.0,18779.48,10.562,Active,2022-08-07,2023-08-07
LOAN003477,CUS004763,INS000005,Home,105442.46,54607.86,9.612,Active,2022-05-01,2027-05-01
LOAN003478,CUS002578,INS000002,Personal,222484.88,63266.07,17.991,Active,2023-06-24,2027-06-24
LOAN003479,CUS003100,INS000005,Personal,146587.13,35783.26,15.468,Closed,2021-11-05,2026-11-05
LOAN003480,CUS006423,INS000003,Personal,61010.51,53958.6,8.408,Active,2023-11-16,2027-11-16
LOAN003481,CUS008274,INS000005,Auto,54561.7,16241.57,15.449,Closed,2023-10-10,2027-10-10
LOAN003482,CUS007368,INS000001,Personal,200376.55,147602.7,12.091,Closed,2023-09-10,2025-09-10
LOAN003483,CUS005866,INS000005,Personal,261046.31,7758.6,16.153,Active,2022-06-21,2024-06-21
LOAN003484,CUS008648,INS000003,Home,452250.44,120131.32,9.469,Active,2022-06-10,2025-06-10
LOAN003485,CUS005634,INS000005,Home,149833.67,72270.77,15.758,Active,2023-10-02,2026-10-02
LOAN003486,CUS009741,INS000004,Personal,916908.8,539199.09,9.37,Defaulted,2025-02-03,2027-02-03
LOAN003487,CUS003879,INS000003,Personal,53432.53,44922.94,15.249,Active,2025-12-10,2026-12-10
LOAN003488,CUS004421,INS000002,Home,134071.59,67925.64,15.622,Closed,2021-10-28,2023-10-28
LOAN003489,CUS002266,INS000002,Home,194995.59,15596.82,11.581,Active,2022-07-02,2024-07-02
LOAN003490,CUS004934,INS000005,Personal,191883.6,37111.32,10.355,Active,2021-10-20,2023-10-20
LOAN003491,CUS004059,INS000005,Personal,120010.63,59127.78,13.093,Active,2022-10-18,2027-10-18
LOAN003492,CUS000141,INS000001,Personal,77747.95,3417.91,11.84,Active,2025-02-17,2029-02-17
LOAN003493,CUS009644,INS000005,Personal,55897.38,45328.67,15.465,Active,2025-10-03,2028-10-03
LOAN003494,CUS008243,INS000001,Auto,67154.45,51653.18,17.281,Active,2022-02-04,2023-02-04
LOAN003495,CUS002574,INS000001,Auto,188355.82,25148.76,11.374,Closed,2023-04-19,2025-04-19
LOAN003496,CUS006789,INS000004,Personal,2211930.44,1197008.8,8.371,Closed,2023-10-10,2027-10-10
LOAN003497,CUS004585,INS000001,Personal,142309.58,17610.55,14.059,Active,2024-06-16,2026-06-16
LOAN003498,CUS000666,INS000001,Personal,210574.91,195578.8,17.392,Closed,2022-01-01,2025-01-01
LOAN003499,CUS001635,INS000002,Education,141869.91,56913.09,8.117,Active,2023-08-04,2026-08-04
LOAN003500,CUS009453,INS000003,Personal,231175.46,69.91,11.408,Active,2026-03-11,2028-03-11
LOAN003501,CUS000261,INS000002,Personal,50000.0,46348.19,11.581,Closed,2025-06-19,2026-06-19
LOAN003502,CUS007372,INS000003,Education,57629.22,8783.61,8.017,Active,2024-06-29,2025-06-29
LOAN003503,CUS007551,INS000003,Auto,66257.14,29885.2,14.141,Active,2022-02-22,2023-02-22
LOAN003504,CUS004993,INS000005,Personal,447648.0,260910.76,10.096,Active,2022-03-26,2025-03-26
LOAN003505,CUS000872,INS000004,Education,84722.67,29689.43,14.552,Active,2023-12-16,2027-12-16
LOAN003506,CUS003551,INS000003,Education,168511.22,44936.19,11.428,Closed,2023-01-31,2028-01-31
LOAN003507,CUS006284,INS000002,Personal,101447.32,71398.51,11.845,Defaulted,2024-12-29,2027-12-29
LOAN003508,CUS006204,INS000003,Personal,524179.48,289203.14,16.243,Active,2025-01-21,2030-01-21
LOAN003509,CUS007438,INS000003,Home,380721.4,307953.64,11.66,Closed,2021-09-30,2024-09-30
LOAN003510,CUS001333,INS000004,Personal,304788.19,181411.05,16.116,Active,2026-06-16,2031-06-16
LOAN003511,CUS003554,INS000002,Education,388988.23,227748.54,15.775,Active,2025-11-30,2029-11-30
LOAN003512,CUS002070,INS000003,Home,254362.82,39468.98,9.475,Closed,2022-07-05,2024-07-05
LOAN003513,CUS005800,INS000001,Home,131585.42,75953.89,17.495,Active,2025-11-02,2029-11-02
LOAN003514,CUS000594,INS000002,Auto,271864.42,230737.33,10.185,Defaulted,2024-08-14,2027-08-14
LOAN003515,CUS006495,INS000002,Auto,171036.21,145051.63,13.26,Active,2026-08-01,2028-08-01
LOAN003516,CUS009779,INS000005,Education,50000.0,43800.49,7.95,Active,2025-08-25,2030-08-25
LOAN003517,CUS009184,INS000004,Education,280208.98,224325.0,15.381,Active,2025-02-01,2026-02-01
LOAN003518,CUS003030,INS000005,Home,241290.29,103400.42,12.112,Active,2023-02-16,2025-02-16
LOAN003519,CUS003298,INS000005,Auto,474097.99,270698.54,10.698,Active,2021-09-06,2022-09-06
LOAN003520,CUS002086,INS000002,Education,146975.14,117199.92,14.165,Defaulted,2025-01-01,2027-01-01
LOAN003521,CUS007549,INS000005,Personal,78890.23,19764.24,16.388,Closed,2023-01-09,2028-01-09
LOAN003522,CUS001424,INS000003,Personal,284766.12,259484.82,8.084,Active,2022-12-25,2025-12-25
LOAN003523,CUS008635,INS000003,Personal,244228.8,178526.17,10.981,Active,2024-02-21,2028-02-21
LOAN003524,CUS005321,INS000002,Home,368952.34,337650.16,11.03,Active,2022-05-22,2023-05-22
LOAN003525,CUS000839,INS000003,Education,283403.87,244442.46,17.13,Active,2025-10-08,2029-10-08
LOAN003526,CUS001921,INS000001,Personal,119587.18,94021.95,13.936,Active,2026-06-18,2027-06-18
LOAN003527,CUS007896,INS000001,Home,216699.99,71756.58,15.896,Active,2023-01-04,2025-01-04
LOAN003528,CUS003470,INS000003,Personal,154825.3,10910.47,14.322,Active,2025-01-29,2029-01-29
LOAN003529,CUS003209,INS000004,Education,54880.11,18961.28,15.335,Active,2023-08-14,2024-08-14
LOAN003530,CUS000049,INS000002,Education,299581.56,124045.75,15.862,Closed,2022-09-22,2024-09-22
LOAN003531,CUS007358,INS000003,Auto,117450.19,80235.99,14.015,Active,2025-06-05,2029-06-05
LOAN003532,CUS005422,INS000002,Personal,175459.48,97709.27,11.065,Active,2024-05-14,2028-05-14
LOAN003533,CUS005967,INS000003,Auto,112736.63,20845.04,12.702,Closed,2022-06-08,2023-06-08
LOAN003534,CUS009295,INS000003,Personal,114376.5,75067.41,15.723,Active,2023-07-04,2025-07-04
