ticket_id,customer_id,institution_id,issue_category,priority,status,created_date,resolved_date
TKT003732,CUS006236,INS000001,Transaction Issue,High,Resolved,2026-03-03,2026-03-09
TKT003733,CUS004938,INS000002,Transaction Issue,High,Resolved,2026-04-01,2026-04-03
TKT003734,CUS006397,INS000002,Card Issue,High,In Progress,2025-11-29,
TKT003735,CUS006818,INS000003,Card Issue,Low,Closed,2024-10-13,2024-10-18
TKT003736,CUS000449,INS000001,Transaction Issue,High,Resolved,2024-12-03,2024-12-04
TKT003737,CUS002518,INS000004,Payment Issue,High,Resolved,2024-12-03,2024-12-08
TKT003738,CUS006269,INS000005,Account Issue,Medium,In Progress,2025-05-26,
TKT003739,CUS006599,INS000004,Card Issue,Low,Resolved,2026-01-28,2026-02-02
TKT003740,CUS009917,INS000003,Technical Issue,Medium,Resolved,2025-05-26,2025-05-28
TKT003741,CUS004099,INS000002,Payment Issue,Medium,Resolved,2025-10-06,2025-10-12
TKT003742,CUS001853,INS000001,Transaction Issue,Medium,Closed,2025-12-23,2025-12-27
TKT003743,CUS008727,INS000001,Account Issue,High,Resolved,2024-09-21,2024-09-24
TKT003744,CUS001161,INS000001,Transaction Issue,Low,Resolved,2026-07-01,2026-07-04
TKT003745,CUS009014,INS000004,Transaction Issue,Medium,Resolved,2026-07-16,2026-07-19
TKT003746,CUS004087,INS000001,Fraud Report,Low,Resolved,2025-02-15,2025-02-21
TKT003747,CUS002272,INS000003,Transaction Issue,Medium,Resolved,2026-04-17,2026-04-18
TKT003748,CUS004259,INS000004,Card Issue,Low,Resolved,2026-07-31,2026-08-03
TKT003749,CUS001809,INS000002,Technical Issue,Low,Closed,2025-02-18,2025-02-21
TKT003750,CUS008304,INS000005,Technical Issue,Low,Resolved,2025-06-26,2025-06-29
TKT003751,CUS001068,INS000005,Payment Issue,Medium,Resolved,2025-07-07,2025-07-12
TKT003752,CUS009957,INS000005,Technical Issue,Low,Resolved,2025-03-23,2025-03-25
TKT003753,CUS008192,INS000005,Fraud Report,Low,Resolved,2025-06-24,2025-06-25
TKT003754,CUS001269,INS000001,Account Issue,Medium,Resolved,2025-02-04,2025-02-08
TKT003755,CUS006869,INS000003,Fraud Report,Medium,Closed,2026-03-17,2026-03-18
TKT003756,CUS008459,INS000003,Loan Query,Low,Resolved,2025-06-12,2025-06-14
TKT003757,CUS008067,INS000005,Payment Issue,Low,Closed,2026-07-02,2026-07-08
TKT003758,CUS005523,INS000001,Technical Issue,Medium,Closed,2026-03-15,2026-03-20
TKT003759,CUS009909,INS000004,Transaction Issue,Medium,Closed,2025-10-04,2025-10-11
TKT003760,CUS004634,INS000002,Account Issue,Medium,Resolved,2025-05-15,2025-05-16
TKT003761,CUS000919,INS000005,Technical Issue,Low,Resolved,2025-07-07,2025-07-09
TKT003762,CUS009875,INS000001,Account Issue,Low,Open,2024-12-28,
TKT003763,CUS006205,INS000002,Technical Issue,Medium,Resolved,2025-08-24,2025-08-25
TKT003764,CUS007627,INS000005,Loan Query,Medium,In Progress,2025-01-10,
TKT003765,CUS005174,INS000001,Payment Issue,Medium,In Progress,2025-06-14,
TKT003766,CUS001813,INS000001,Card Issue,Critical,Resolved,2024-10-05,2024-10-11
TKT003767,CUS007290,INS000002,Payment Issue,Low,Closed,2025-09-07,2025-09-09
TKT003768,CUS005082,INS000002,Technical Issue,Low,Resolved,2025-06-17,2025-06-19
TKT003769,CUS005997,INS000001,Loan Query,High,Resolved,2025-07-05,2025-07-10
TKT003770,CUS001014,INS000001,Loan Query,Critical,Closed,2025-06-19,2025-06-20
TKT003771,CUS001701,INS000004,Transaction Issue,High,Resolved,2025-02-06,2025-02-10
TKT003772,CUS001201,INS000002,Loan Query,Low,Resolved,2025-04-19,2025-04-20
TKT003773,CUS003873,INS000003,Transaction Issue,Medium,Resolved,2026-02-23,2026-02-25
TKT003774,CUS008820,INS000005,Transaction Issue,Medium,Open,2025-11-04,
TKT003775,CUS005777,INS000004,Loan Query,Low,Resolved,2026-01-06,2026-01-09
TKT003776,CUS001869,INS000005,Account Issue,High,Resolved,2026-01-09,2026-01-11
TKT003777,CUS006251,INS000004,Card Issue,High,Resolved,2026-06-03,2026-06-07
TKT003778,CUS001734,INS000005,Card Issue,Low,Closed,2024-09-30,2024-10-07
TKT003779,CUS000881,INS000004,Technical Issue,High,Resolved,2025-01-22,2025-01-28
TKT003780,CUS008858,INS000003,Card Issue,Critical,In Progress,2025-06-25,
TKT003781,CUS000226,INS000001,Card Issue,Low,Closed,2025-06-04,2025-06-10
TKT003782,CUS002391,INS000003,Fraud Report,Low,Resolved,2024-12-19,2024-12-23
TKT003783,CUS004137,INS000002,Account Issue,Low,Closed,2026-03-18,2026-03-20
TKT003784,CUS000532,INS000002,Technical Issue,Medium,Closed,2025-09-20,2025-09-27
TKT003785,CUS008274,INS000005,Transaction Issue,Low,In Progress,2025-12-25,
TKT003786,CUS005624,INS000002,Loan Query,Medium,Resolved,2026-07-31,2026-08-06
TKT003787,CUS003125,INS000001,Card Issue,High,Resolved,2025-01-23,2025-01-26
TKT003788,CUS003046,INS000004,Payment Issue,Low,Closed,2024-12-05,2024-12-10
TKT003789,CUS003032,INS000004,Account Issue,Medium,In Progress,2026-03-06,
TKT003790,CUS001381,INS000001,Card Issue,Low,Resolved,2026-01-10,2026-01-12
TKT003791,CUS006630,INS000001,Transaction Issue,High,Resolved,2024-10-20,2024-10-24
TKT003792,CUS009188,INS000001,Fraud Report,High,Closed,2025-09-19,2025-09-26
TKT003793,CUS005519,INS000001,Transaction Issue,Medium,Closed,2024-10-10,2024-10-12
TKT003794,CUS003273,INS000005,Payment Issue,Low,Resolved,2025-07-04,2025-07-06
TKT003795,CUS002839,INS000001,Account Issue,Low,Closed,2025-03-30,2025-04-02
TKT003796,CUS002738,INS000003,Account Issue,Low,Resolved,2024-08-09,2024-08-11
TKT003797,CUS005496,INS000003,Payment Issue,High,Resolved,2025-07-28,2025-08-01
TKT003798,CUS001705,INS000001,Account Issue,Medium,Closed,2025-05-23,2025-05-29
TKT003799,CUS000835,INS000005,Card Issue,Medium,Closed,2025-10-19,2025-10-24
TKT003800,CUS002529,INS000004,Technical Issue,Critical,In Progress,2024-10-22,
TKT003801,CUS006123,INS000005,Technical Issue,Medium,Resolved,2024-11-20,2024-11-26
TKT003802,CUS001287,INS000003,Fraud Report,Medium,Resolved,2024-10-26,2024-10-29
TKT003803,CUS004186,INS000001,Transaction Issue,Medium,Closed,2026-04-09,2026-04-12
TKT003804,CUS006863,INS000005,Loan Query,Medium,Resolved,2026-07-02,2026-07-06
TKT003805,CUS005247,INS000005,Transaction Issue,Low,Closed,2024-09-28,2024-10-05
TKT003806,CUS004220,INS000002,Payment Issue,High,Resolved,2025-02-06,2025-02-07
TKT003807,CUS000616,INS000003,Transaction Issue,Low,Closed,2025-09-14,2025-09-21
TKT003808,CUS009441,INS000001,Card Issue,High,Resolved,2025-01-30,2025-02-05
TKT003809,CUS007960,INS000005,Technical Issue,Medium,Open,2025-06-07,
TKT003810,CUS006485,INS000001,Payment Issue,High,Resolved,2026-06-04,2026-06-07
TKT003811,CUS006979,INS000003,Loan Query,Medium,In Progress,2025-02-18,
TKT003812,CUS005977,INS000004,Card Issue,Medium,Resolved,2024-11-16,2024-11-23
TKT003813,CUS006544,INS000002,Card Issue,Medium,Resolved,2025-08-29,2025-09-04
TKT003814,CUS004969,INS000005,Loan Query,Medium,Resolved,2025-07-20,2025-07-22
TKT003815,CUS002752,INS000002,Payment Issue,Medium,Resolved,2025-02-19,2025-02-23
TKT003816,CUS005980,INS000001,Account Issue,Medium,Open,2025-10-06,
TKT003817,CUS005773,INS000003,Transaction Issue,Low,In Progress,2025-06-03,
TKT003818,CUS001616,INS000004,Transaction Issue,High,Resolved,2025-06-04,2025-06-07
TKT003819,CUS005520,INS000001,Payment Issue,Low,Open,2025-05-02,
TKT003820,CUS006263,INS000005,Loan Query,Low,Resolved,2025-02-28,2025-03-04
TKT003821,CUS004789,INS000004,Payment Issue,Medium,In Progress,2024-08-14,
TKT003822,CUS009106,INS000004,Account Issue,Low,Closed,2026-04-16,2026-04-17
TKT003823,CUS007926,INS000001,Transaction Issue,Low,Resolved,2024-09-29,2024-10-01
TKT003824,CUS008968,INS000005,Card Issue,Medium,Resolved,2025-08-05,2025-08-06
TKT003825,CUS007523,INS000001,Payment Issue,High,Closed,2026-01-21,2026-01-24
TKT003826,CUS005337,INS000004,Payment Issue,Medium,Resolved,2025-05-19,2025-05-25
TKT003827,CUS004934,INS000005,Account Issue,Critical,Resolved,2024-09-21,2024-09-26
TKT003828,CUS005637,INS000004,Loan Query,High,Closed,2025-03-17,2025-03-23
TKT003829,CUS004219,INS000001,Card Issue,Low,Resolved,2025-08-05,2025-08-08
TKT003830,CUS007522,INS000002,Account Issue,High,Closed,2026-02-02,2026-02-08
TKT003831,CUS005181,INS000005,Technical Issue,Medium,Closed,2025-09-09,2025-09-15
TKT003832,CUS003104,INS000005,Payment Issue,High,Resolved,2025-11-11,2025-11-15
TKT003833,CUS002568,INS000001,Transaction Issue,Medium,Closed,2026-05-02,2026-05-09
TKT003834,CUS004018,INS000003,Fraud Report,Medium,Closed,2024-09-25,2024-09-28
TKT003835,CUS006651,INS000001,Card Issue,High,Resolved,2024-10-04,2024-10-08
TKT003836,CUS000977,INS000005,Payment Issue,High,Closed,2026-07-28,2026-08-01
TKT003837,CUS006869,INS000003,Card Issue,Low,In Progress,2025-01-27,
TKT003838,CUS004840,INS000001,Account Issue,High,Resolved,2024-11-08,2024-11-15
TKT003839,CUS009306,INS000005,Transaction Issue,Medium,Resolved,2025-01-24,2025-01-29
TKT003840,CUS001668,INS000005,Transaction Issue,Low,Open,2025-04-02,
TKT003841,CUS009243,INS000003,Payment Issue,Low,Resolved,2026-02-26,2026-03-01
TKT003842,CUS004913,INS000005,Loan Query,Medium,Open,2025-05-02,
TKT003843,CUS006382,INS000002,Fraud Report,High,Closed,2025-05-29,2025-06-03
TKT003844,CUS008879,INS000004,Fraud Report,Medium,Closed,2025-12-06,2025-12-07
TKT003845,CUS004864,INS000002,Transaction Issue,Low,Resolved,2025-10-29,2025-11-01
TKT003846,CUS002284,INS000001,Technical Issue,Low,Closed,2025-07-21,2025-07-26
TKT003847,CUS003553,INS000005,Fraud Report,Critical,Resolved,2025-01-10,2025-01-13
TKT003848,CUS007338,INS000002,Account Issue,Medium,Resolved,2024-10-16,2024-10-23
TKT003849,CUS000352,INS000002,Card Issue,High,Open,2025-07-16,
TKT003850,CUS006424,INS000002,Technical Issue,Low,Closed,2025-08-23,2025-08-30
TKT003851,CUS004507,INS000003,Transaction Issue,Low,Resolved,2024-12-14,2024-12-15
TKT003852,CUS000597,INS000005,Transaction Issue,Medium,In Progress,2024-11-17,
TKT003853,CUS009352,INS000004,Loan Query,High,Resolved,2024-12-12,2024-12-17
TKT003854,CUS005420,INS000005,Account Issue,High,Resolved,2025-07-22,2025-07-23
TKT003855,CUS002230,INS000003,Account Issue,Low,Closed,2024-08-25,2024-08-27
TKT003856,CUS002195,INS000004,Payment Issue,High,Resolved,2025-03-24,2025-03-31
TKT003857,CUS003620,INS000001,Account Issue,Medium,Closed,2025-06-19,2025-06-24
TKT003858,CUS001754,INS000005,Payment Issue,Low,Closed,2025-12-25,2025-12-28
TKT003859,CUS000217,INS000004,Transaction Issue,Medium,Closed,2025-12-23,2025-12-26
TKT003860,CUS009740,INS000004,Card Issue,High,Resolved,2025-08-18,2025-08-23
TKT003861,CUS009019,INS000004,Payment Issue,High,In Progress,2025-11-20,
TKT003862,CUS009002,INS000002,Card Issue,Low,Resolved,2026-05-02,2026-05-05
TKT003863,CUS009807,INS000001,Card Issue,Medium,Closed,2025-02-08,2025-02-09
TKT003864,CUS008561,INS000004,Card Issue,Medium,In Progress,2025-06-04,
TKT003865,CUS006429,INS000002,Fraud Report,Low,In Progress,2026-03-13,
TKT003866,CUS002341,INS000003,Payment Issue,High,Resolved,2025-05-25,2025-05-28
TKT003867,CUS000662,INS000002,Technical Issue,Low,Resolved,2025-12-22,2025-12-25
TKT003868,CUS000840,INS000003,Payment Issue,Low,Resolved,2024-10-15,2024-10-17
TKT003869,CUS000422,INS000004,Technical Issue,High,Resolved,2025-02-02,2025-02-03
TKT003870,CUS004826,INS000002,Fraud Report,Medium,Closed,2026-02-04,2026-02-10
TKT003871,CUS001385,INS000005,Account Issue,Low,Resolved,2026-07-21,2026-07-22
TKT003872,CUS007081,INS000004,Payment Issue,Low,In Progress,2026-03-06,
TKT003873,CUS008987,INS000003,Account Issue,High,Resolved,2026-04-22,2026-04-29
TKT003874,CUS002968,INS000005,Fraud Report,Medium,Open,2025-03-12,
TKT003875,CUS007082,INS000001,Card Issue,Medium,Resolved,2026-01-03,2026-01-08
TKT003876,CUS002671,INS000004,Transaction Issue,Low,Closed,2024-10-20,2024-10-27
TKT003877,CUS002498,INS000002,Loan Query,High,Closed,2024-11-19,2024-11-22
TKT003878,CUS005048,INS000003,Card Issue,Medium,Closed,2024-11-08,2024-11-09
TKT003879,CUS004901,INS000004,Payment Issue,Low,Resolved,2026-05-14,2026-05-21
TKT003880,CUS002363,INS000005,Card Issue,Low,Closed,2024-09-07,2024-09-11
TKT003881,CUS005450,INS000003,Card Issue,Critical,Closed,2024-10-15,2024-10-21
TKT003882,CUS002838,INS000005,Transaction Issue,Low,In Progress,2025-10-15,
TKT003883,CUS001010,INS000002,Technical Issue,Medium,Closed,2025-11-26,2025-12-01
TKT003884,CUS004856,INS000005,Loan Query,Medium,Resolved,2025-03-06,2025-03-07
TKT003885,CUS009289,INS000002,Card Issue,High,Resolved,2025-01-03,2025-01-10
TKT003886,CUS000483,INS000002,Payment Issue,Medium,Closed,2026-07-28,2026-08-03
TKT003887,CUS000132,INS000005,Loan Query,High,Resolved,2024-12-25,2024-12-27
TKT003888,CUS007759,INS000002,Fraud Report,High,Closed,2025-02-17,2025-02-21
TKT003889,CUS005214,INS000001,Transaction Issue,High,In Progress,2024-11-01,
TKT003890,CUS005149,INS000003,Loan Query,Medium,Resolved,2024-12-26,2024-12-28
TKT003891,CUS001686,INS000002,Payment Issue,Low,Closed,2024-08-21,2024-08-25
TKT003892,CUS007476,INS000002,Transaction Issue,Low,Closed,2025-01-21,2025-01-22
TKT003893,CUS002357,INS000004,Fraud Report,High,Closed,2024-12-07,2024-12-08
TKT003894,CUS008788,INS000003,Loan Query,Low,Resolved,2025-09-04,2025-09-05
TKT003895,CUS005383,INS000002,Account Issue,Medium,Resolved,2026-04-15,2026-04-16
TKT003896,CUS006182,INS000001,Fraud Report,Low,Closed,2025-12-18,2025-12-22
TKT003897,CUS005882,INS000001,Card Issue,Low,Closed,2025-11-30,2025-12-07
TKT003898,CUS006163,INS000005,Technical Issue,Medium,In Progress,2026-07-08,
TKT003899,CUS005867,INS000004,Payment Issue,Medium,Closed,2025-10-15,2025-10-16
TKT003900,CUS001126,INS000003,Technical Issue,Medium,In Progress,2024-08-22,
TKT003901,CUS000443,INS000003,Technical Issue,Medium,Closed,2025-12-12,2025-12-15
TKT003902,CUS007818,INS000002,Technical Issue,High,Closed,2025-07-23,2025-07-28
TKT003903,CUS005318,INS000004,Loan Query,Medium,Resolved,2024-09-24,2024-09-30
TKT003904,CUS002219,INS000005,Payment Issue,Medium,Resolved,2026-02-24,2026-02-26
TKT003905,CUS001732,INS000002,Card Issue,High,In Progress,2026-02-25,
TKT003906,CUS008928,INS000005,Loan Query,Medium,Resolved,2024-12-14,2024-12-19
TKT003907,CUS004241,INS000002,Transaction Issue,Medium,Resolved,2024-10-26,2024-10-28
TKT003908,CUS007595,INS000002,Account Issue,Low,Closed,2026-02-17,2026-02-24
TKT003909,CUS002182,INS000001,Transaction Issue,Medium,Open,2025-11-25,
TKT003910,CUS004645,INS000003,Transaction Issue,Low,Closed,2026-06-05,2026-06-12
TKT003911,CUS002155,INS000004,Account Issue,Medium,Resolved,2025-12-25,2025-12-31
TKT003912,CUS006481,INS000002,Fraud Report,Medium,Resolved,2025-10-20,2025-10-23
TKT003913,CUS007924,INS000005,Payment Issue,Medium,Resolved,2025-01-29,2025-01-30
TKT003914,CUS002484,INS000002,Technical Issue,High,Resolved,2025-11-26,2025-12-03
TKT003915,CUS003145,INS000005,Account Issue,Medium,Closed,2025-02-07,2025-02-08
TKT003916,CUS006007,INS000001,Card Issue,High,Closed,2025-12-16,2025-12-21
TKT003917,CUS003432,INS000002,Technical Issue,Low,Resolved,2025-04-27,2025-05-02
TKT003918,CUS004830,INS000002,Card Issue,Low,Open,2025-01-30,
TKT003919,CUS006948,INS000005,Card Issue,Medium,Resolved,2026-06-12,2026-06-18
TKT003920,CUS004850,INS000001,Card Issue,Low,Closed,2025-11-10,2025-11-13
TKT003921,CUS007816,INS000001,Fraud Report,Medium,Resolved,2024-10-29,2024-11-03
TKT003922,CUS000795,INS000004,Payment Issue,Medium,Closed,2025-11-21,2025-11-28
TKT003923,CUS008192,INS000005,Loan Query,Low,Resolved,2026-06-13,2026-06-17
TKT003924,CUS008296,INS000005,Fraud Report,Medium,Closed,2025-10-29,2025-11-02
TKT003925,CUS001130,INS000002,Payment Issue,Low,In Progress,2024-11-06,
TKT003926,CUS007242,INS000001,Loan Query,Medium,Closed,2026-06-17,2026-06-19
TKT003927,CUS003592,INS000003,Transaction Issue,High,Resolved,2025-02-23,2025-02-27
TKT003928,CUS007306,INS000001,Technical Issue,Critical,Closed,2025-05-04,2025-05-11
TKT003929,CUS006632,INS000005,Payment Issue,High,Resolved,2024-09-28,2024-10-02
TKT003930,CUS006940,INS000002,Fraud Report,High,Closed,2025-03-17,2025-03-22
TKT003931,CUS007580,INS000002,Transaction Issue,Low,Resolved,2026-02-01,2026-02-06
TKT003932,CUS002065,INS000001,Technical Issue,Low,Closed,2025-07-04,2025-07-05
TKT003933,CUS007577,INS000001,Card Issue,Medium,Resolved,2026-06-19,2026-06-25
TKT003934,CUS005077,INS000003,Account Issue,High,Closed,2025-11-28,2025-12-04
TKT003935,CUS005007,INS000005,Technical Issue,Medium,Closed,2026-06-04,2026-06-10
TKT003936,CUS006027,INS000001,Payment Issue,High,Resolved,2024-10-18,2024-10-24
TKT003937,CUS007088,INS000005,Card Issue,Medium,In Progress,2025-10-20,
TKT003938,CUS000964,INS000005,Account Issue,Medium,Resolved,2025-11-11,2025-11-15
TKT003939,CUS000055,INS000003,Account Issue,High,Closed,2024-11-04,2024-11-10
TKT003940,CUS001879,INS000002,Payment Issue,High,In Progress,2026-02-09,
TKT003941,CUS008856,INS000005,Technical Issue,Medium,Resolved,2026-03-09,2026-03-11
TKT003942,CUS009079,INS000002,Account Issue,Medium,Closed,2026-07-12,2026-07-19
TKT003943,CUS003424,INS000002,Transaction Issue,Low,Resolved,2025-02-23,2025-02-27
TKT003944,CUS008609,INS000005,Transaction Issue,High,Resolved,2025-12-30,2025-12-31
TKT003945,CUS004457,INS000002,Account Issue,Low,In Progress,2026-04-14,
TKT003946,CUS009761,INS000005,Payment Issue,Medium,Open,2024-12-13,
TKT003947,CUS008311,INS000004,Card Issue,Low,In Progress,2024-08-20,
TKT003948,CUS004620,INS000001,Account Issue,Low,Closed,2026-07-29,2026-08-01
TKT003949,CUS005135,INS000001,Payment Issue,Critical,Resolved,2025-04-26,2025-05-03
TKT003950,CUS003078,INS000001,Fraud Report,Medium,Closed,2026-01-29,2026-02-01
TKT003951,CUS002404,INS000002,Payment Issue,Medium,Resolved,2024-11-15,2024-11-18
TKT003952,CUS006898,INS000004,Card Issue,Low,Resolved,2026-04-04,2026-04-10
TKT003953,CUS009021,INS000001,Account Issue,Low,Closed,2024-08-09,2024-08-15
TKT003954,CUS003285,INS000001,Fraud Report,Critical,Resolved,2026-05-04,2026-05-05
TKT003955,CUS004661,INS000004,Fraud Report,Low,Resolved,2024-10-31,2024-11-03
TKT003956,CUS008805,INS000003,Fraud Report,Low,Open,2026-05-15,
TKT003957,CUS005911,INS000005,Account Issue,High,Resolved,2026-05-21,2026-05-22
TKT003958,CUS004753,INS000002,Account Issue,Medium,Resolved,2024-12-12,2024-12-16
TKT003959,CUS006569,INS000003,Transaction Issue,Low,Resolved,2026-03-22,2026-03-28
TKT003960,CUS003801,INS000001,Loan Query,Medium,Resolved,2025-07-10,2025-07-13
TKT003961,CUS008018,INS000002,Card Issue,Critical,In Progress,2026-06-19,
TKT003962,CUS008751,INS000005,Loan Query,Medium,Closed,2026-05-11,2026-05-17
TKT003963,CUS005028,INS000002,Transaction Issue,Low,Resolved,2026-04-06,2026-04-11
TKT003964,CUS008582,INS000002,Fraud Report,Medium,Resolved,2025-12-06,2025-12-10
TKT003965,CUS009754,INS000002,Transaction Issue,Medium,Resolved,2025-12-17,2025-12-22
TKT003966,CUS005764,INS000002,Card Issue,Medium,In Progress,2026-04-30,
TKT003967,CUS009905,INS000002,Technical Issue,High,In Progress,2025-11-15,
TKT003968,CUS004195,INS000002,Account Issue,Medium,Resolved,2025-01-18,2025-01-20
TKT003969,CUS003267,INS000004,Transaction Issue,Low,Open,2025-12-17,
TKT003970,CUS001034,INS000003,Payment Issue,Low,Resolved,2025-08-09,2025-08-12
TKT003971,CUS009146,INS000004,Transaction Issue,Low,Closed,2025-05-13,2025-05-20
TKT003972,CUS003563,INS000004,Transaction Issue,Medium,Closed,2025-08-29,2025-09-04
TKT003973,CUS001070,INS000001,Account Issue,Medium,Resolved,2025-01-19,2025-01-20
TKT003974,CUS008927,INS000003,Card Issue,Medium,In Progress,2025-12-13,
TKT003975,CUS002655,INS000004,Technical Issue,Low,Resolved,2025-05-11,2025-05-14
TKT003976,CUS001705,INS000001,Account Issue,Low,Resolved,2025-03-25,2025-03-30
TKT003977,CUS004916,INS000004,Payment Issue,Low,Resolved,2026-06-26,2026-07-02
TKT003978,CUS004694,INS000003,Payment Issue,Medium,Resolved,2024-12-26,2025-01-01
TKT003979,CUS001623,INS000002,Fraud Report,Low,Resolved,2024-08-22,2024-08-23
TKT003980,CUS003812,INS000003,Account Issue,Medium,Resolved,2026-04-27,2026-04-28
TKT003981,CUS007640,INS000001,Transaction Issue,High,Resolved,2025-02-04,2025-02-06
TKT003982,CUS008526,INS000004,Transaction Issue,Low,In Progress,2025-08-10,
TKT003983,CUS000244,INS000003,Card Issue,Medium,Open,2025-12-23,
TKT003984,CUS001473,INS000003,Card Issue,Low,Closed,2025-04-18,2025-04-20
TKT003985,CUS006644,INS000005,Transaction Issue,Low,Resolved,2025-01-08,2025-01-11
TKT003986,CUS006732,INS000001,Fraud Report,Medium,Resolved,2026-05-09,2026-05-13
TKT003987,CUS002920,INS000003,Transaction Issue,High,Resolved,2026-03-03,2026-03-05
TKT003988,CUS005118,INS000002,Account Issue,Medium,Resolved,2025-09-23,2025-09-29
TKT003989,CUS008827,INS000001,Account Issue,Critical,Resolved,2026-06-01,2026-06-07
TKT003990,CUS001209,INS000002,Fraud Report,Low,Closed,2025-11-23,2025-11-25
TKT003991,CUS005501,INS000003,Transaction Issue,Critical,Resolved,2026-02-08,2026-02-10
TKT003992,CUS008119,INS000001,Card Issue,Critical,Resolved,2026-01-21,2026-01-22
TKT003993,CUS008638,INS000002,Fraud Report,Medium,Closed,2026-06-13,2026-06-17
TKT003994,CUS001275,INS000003,Payment Issue,Medium,In Progress,2024-11-17,
TKT003995,CUS004590,INS000002,Loan Query,High,Open,2024-08-17,
TKT003996,CUS007392,INS000005,Loan Query,Low,Resolved,2024-10-20,2024-10-25
TKT003997,CUS006736,INS000004,Transaction Issue,High,Closed,2024-10-02,2024-10-08
TKT003998,CUS007816,INS000001,Account Issue,High,Resolved,2026-05-22,2026-05-25
TKT003999,CUS002395,INS000003,Payment Issue,Medium,Resolved,2025-11-25,2025-11-30
TKT004000,CUS005340,INS000004,Fraud Report,Low,Resolved,2025-06-29,2025-07-06
TKT004001,CUS005127,INS000001,Loan Query,Medium,Open,2025-02-06,
TKT004002,CUS002107,INS000003,Payment Issue,Medium,Closed,2024-11-20,2024-11-22
TKT004003,CUS001157,INS000001,Card Issue,Low,Closed,2024-11-19,2024-11-21
TKT004004,CUS001041,INS000003,Account Issue,Medium,Open,2026-06-06,
TKT004005,CUS004955,INS000005,Card Issue,Medium,Closed,2025-02-11,2025-02-16
TKT004006,CUS006205,INS000002,Payment Issue,Medium,Resolved,2026-02-28,2026-03-06
TKT004007,CUS004928,INS000003,Payment Issue,High,Closed,2024-10-17,2024-10-22
TKT004008,CUS004153,INS000003,Fraud Report,Medium,Closed,2026-05-19,2026-05-23
TKT004009,CUS008167,INS000001,Transaction Issue,Low,Resolved,2025-10-31,2025-11-02
TKT004010,CUS006254,INS000004,Transaction Issue,Medium,Resolved,2025-08-27,2025-08-28
TKT004011,CUS001194,INS000002,Card Issue,Medium,Closed,2025-08-03,2025-08-07
TKT004012,CUS009224,INS000003,Card Issue,Medium,Resolved,2026-08-04,2026-08-07
TKT004013,CUS000138,INS000002,Loan Query,High,Resolved,2026-06-22,2026-06-29
TKT004014,CUS001343,INS000003,Loan Query,Low,Resolved,2024-10-07,2024-10-13
TKT004015,CUS007233,INS000005,Loan Query,High,Resolved,2025-09-09,2025-09-16
TKT004016,CUS002398,INS000001,Transaction Issue,High,Resolved,2026-06-22,2026-06-29
TKT004017,CUS009416,INS000004,Transaction Issue,Medium,Resolved,2025-01-06,2025-01-07
TKT004018,CUS008424,INS000002,Card Issue,Medium,Closed,2025-05-06,2025-05-08
TKT004019,CUS002624,INS000002,Loan Query,Medium,Resolved,2025-05-23,2025-05-26
TKT004020,CUS006560,INS000001,Account Issue,Medium,Closed,2024-11-09,2024-11-11
TKT004021,CUS005019,INS000004,Technical Issue,Low,Closed,2025-07-15,2025-07-17
TKT004022,CUS005866,INS000005,Loan Query,Medium,Closed,2025-02-10,2025-02-15
TKT004023,CUS005972,INS000003,Account Issue,Medium,In Progress,2025-04-15,
TKT004024,CUS004248,INS000002,Transaction Issue,Low,Closed,2025-02-10,2025-02-15
TKT004025,CUS008679,INS000005,Loan Query,Medium,In Progress,2025-07-31,
TKT004026,CUS002927,INS000004,Transaction Issue,High,In Progress,2025-11-17,
TKT004027,CUS001840,INS000001,Payment Issue,Low,Resolved,2024-11-23,2024-11-29
TKT004028,CUS001275,INS000003,Payment Issue,Low,In Progress,2026-05-02,
TKT004029,CUS001628,INS000001,Card Issue,Medium,Closed,2026-04-26,2026-04-30
TKT004030,CUS002837,INS000005,Payment Issue,Medium,Resolved,2026-06-14,2026-06-16
TKT004031,CUS003094,INS000005,Account Issue,Medium,Resolved,2026-07-28,2026-08-04
TKT004032,CUS003092,INS000002,Transaction Issue,Medium,In Progress,2025-06-16,
TKT004033,CUS003218,INS000001,Account Issue,Low,Closed,2024-10-23,2024-10-24
TKT004034,CUS005896,INS000001,Transaction Issue,Low,Resolved,2026-02-16,2026-02-17
TKT004035,CUS008515,INS000004,Transaction Issue,Medium,Resolved,2025-10-25,2025-10-27
TKT004036,CUS008642,INS000001,Account Issue,Low,Open,2025-10-22,
TKT004037,CUS006156,INS000004,Technical Issue,Medium,Open,2025-06-16,
TKT004038,CUS004940,INS000001,Payment Issue,Medium,Closed,2024-12-26,2024-12-31
TKT004039,CUS001431,INS000002,Card Issue,Low,Closed,2024-08-25,2024-08-31
TKT004040,CUS001333,INS000004,Loan Query,Low,Resolved,2026-06-14,2026-06-21
TKT004041,CUS001838,INS000004,Account Issue,High,Closed,2025-04-14,2025-04-21
TKT004042,CUS005704,INS000005,Account Issue,High,Resolved,2026-02-10,2026-02-13
TKT004043,CUS001906,INS000005,Transaction Issue,Medium,Resolved,2025-09-09,2025-09-16
TKT004044,CUS002132,INS000001,Payment Issue,High,Open,2025-08-17,
TKT004045,CUS006497,INS000002,Payment Issue,Medium,Resolved,2026-06-24,2026-06-30
